,Pancreas-Delta,Blood-Granulocytes,Blood-Monocytes,Aorta-Endothel,Cortex-Neuron
FiLM,0.742940596426223,0.635684189406099,0.60063492063492,0.677347197871954,0.659638387868077
cell_linear,0.693300663359828,0.619699705724986,0.55,0.676258992805755,0.623370779946461
generate linear,0.627763999282854,0.624431514178705,0.580396825396825,0.744956975595993,0.649365205187514
