gene,score
CLIC4,0.0063339358818916
TSPAN8,-0.0049861067054226
SIRPA,-0.0049832431416937
IGFBP6,0.0063229859553671
LIF,0.0063192219177059
CD83,0.0062889955571738
HGF,0.0062818096671462
SELPLG,-0.0049470906480738
ECEL1,-0.004945658865981
APOLD1,0.0062774753210484
CCNB2,-0.0049350099881212
PLEK,-0.0049272246739904
NPR3,0.0062188475874472
RCAN1,-0.0048937567711667
MKI67,-0.0048896403982777
CD180,-0.0048860609437307
CLDN1,-0.0048704903150123
PHGR1,0.0061382059374797
APCDD1,0.0061255450844809
TNS1,-0.0047919212824295
GPR176,-0.0047894156636528
NDUFA4L2,-0.0047838675091277
CXCL1,-0.004778677299555
S100A9,-0.0047730396583351
C1QC,-0.0047664176666695
C5AR1,-0.0047586323525387
ITGAX,-0.0047193478360189
CPA3,-0.0046998398073445
ALB,-0.0046994818619354
CSRP2,0.0059104246444904
ACSL5,-0.0046454320942102
CRYAB,-0.0046339778388376
GP2,-0.0046199284789069
CTSE,0.0058576140591553
SLAMF7,-0.0046039104185414
ADAMTS4,-0.0045980938043887
SFRP4,-0.0045907559223617
MYCT1,0.0057784552125202
IFI44L,0.0057778849035014
BCL2A1,-0.0044999272564367
ITGA5,-0.0044815825506841
SIGLEC10,0.0056270952843894
DAB2,0.0056205937655336
LY86,-0.0043885167260668
CLEC5A,-0.004381089357345
LPAR6,0.0055553504503415
KLHL4,-0.0043701720198576
PRSS8,-0.0043678453744705
STEAP4,-0.0043667715377867
ZNF366,-0.0043502165595361
RUNX3,0.0055170257060504
DIO2,-0.0043205965708871
ANGPTL4,-0.0042731687948274
IL7R,-0.0042616250532167
CCL8,-0.0042541081978002
RASGRP3,-0.0042470387749441
ATP10B,-0.0041979107576207
ANKRD30B,-0.00418699342059
CYYR1,0.0053070380443184
APOC1,0.0052901569067926
CDKN2B,0.0051873872800521
C11orf96,0.0051817982549278
RARRES2,0.005142561016323
FPR3,0.0051190642983706
WNT5A,0.0050842754680167
PRELP,-0.0040044412254456
CCR1,0.00505085537826
PMP22,-0.0039693625685096
MYO1G,-0.0039564765310441
ADRB2,-0.0039525391306313
CYTH4,-0.0039491386485604
IL13RA2,-0.0039467225164786
HAVCR2,-0.0039128966687025
CYGB,0.0049331436636098
FCGR2A,0.0048940204865759
MS4A4A,-0.0038562517964193
COL5A2,0.0048702956448996
SLCO2B1,-0.0038172357390704
S1PR1,0.0047956992675041
VCAM1,-0.0037779512225507
ACVRL1,0.004783950908819
FGF19,-0.0037715082042746
ARHGAP15,-0.0037694500176018
KLHL6,-0.0037122682269766
MMP7,0.0046997733449142
LILRB4,-0.003702066780764
BMX,-0.0036988452716259
HPGDS,-0.0036568761638533
GREM2,-0.0036563392455114
PTGIS,-0.0036420214264098
TM4SF18,-0.0035853765541265
MYC,0.0045389462930092
SDS,0.0045189854884119
SIGLEC6,-0.0035434074468107
PPARGC1A,-0.0035368749418398
PSG4,-0.0035257786318762
NGFR,0.0044398266411947
BGN,-0.003502064743618
CCL28,0.0044252267385798
ANXA3,-0.0034730711600057
TMPRSS2,-0.00347208680956
CD37,-0.0034433616851187
NR1H4,0.004359641238675
SLC16A1,-0.0034391558255349
CX3CL1,-0.0034332497251441
HMGCS2,-0.0034094463506478
SLC7A7,0.0042655403041302
CD84,-0.0033612131970754
IL1RN,0.0042544763154527
AADAC,0.0042247062012042
FBN2,-0.0033323985859392
NDRG2,-0.0033323985859392
CNN3,-0.0033220181672504
NKX2-3,0.0039157129498108
CAV2,-0.0030642974211374
KCNJ15,-0.0030492637112177
CALCA,-0.0030490847382848
CSF3R,-0.0030173170767249
BCAT1,0.0037973168645708
PXDN,0.0037880778639384
ERG,0.0036873613483849
CDH3,0.0036697958402694
MEDAG,0.0036396835413082
CFH,-0.0028624161702515
COL8A1,0.0036151602674713
C6,0.0036055790809619
SLC6A14,0.0035412482600834
RRAD,-0.0027958383109265
C1QA,-0.0027916324513428
IFIT3,-0.002785457891781
DHRS3,0.0035069156765953
PDPN,-0.0027700662364523
ECSCR,-0.0027672921589614
IL10,-0.0027360614157433
SLC11A1,0.003444409843762
FCER1A,0.0034425848557168
LRRC25,0.0034311786817444
SOX18,-0.0026942712809036
HSPB8,0.0033968460982563
CDH5,-0.0026755686292854
CRABP2,0.0033519057729563
NPL,0.003295445212113
CAPG,0.0032872327673651
STC1,0.0032858640261857
FBLN1,-0.0025952993554387
LOX,0.0032474252203236
STAP1,0.0032303159590739
GBP1,0.0032255253661103
GJA4,0.0031662132619194
ITGAM,-0.0024765509425852
DLL4,-0.0024730609738195
CLEC1A,0.0031197901338692
PNLIPRP2,0.0030494140410007
SULF1,0.003024320458145
MMP19,0.002975387972042
BPIFC,0.0029747036020344
C3AR1,0.0029513209450708
LAMC3,0.0028880166800769
HMOX1,-0.0022606203313119
LCP1,0.002840909182019
ERVFRD-1,-0.0022309108564249
CD86,-0.0022195460872903
TESPA1,-0.0022185617373013
GAPT,0.0026884086364328
LIPA,0.002685785216227
CILP,0.0026824774260137
CD69,-0.0020866588278113
FMOD,0.002628868408518
MS4A7,-0.0020746676545534
FCGR2B,-0.0020745781678586
SUSD3,-0.0020313562513828
VSIG4,-0.0020205284005901
RGS16,-0.0020127430860026
ITGB2,0.0025021458163771
IFI44,-0.0019805279927956
MGP,-0.001964957364534
IGFBP1,-0.0019553823229013
S1PR3,0.0024450008849441
COL5A1,-0.0018897888135653
TMC8,0.0023827231752527
ANO1,0.0023013971552776
CCL7,-0.0017867005152115
CXCL12,0.00224756001464
HDC,0.0022452787797291
SFRP1,0.0022443662859976
HS3ST1,-0.0017591387132353
PTGES,0.0021958900467604
MCAM,-0.0017294292383482
DNASE1L3,0.0021669183652546
NINJ1,0.0021303045468556
CLEC14A,0.0020877595180374
PAPPA,0.0020644909232268
CSF3,0.0020286755369883
IKZF3,0.0020170412398741
NID1,-0.0015896515284893
RGCC,-0.0015636109948441
P2RX1,0.0019609228637435
HLA-DMB,-0.0015410604295078
CARTPT,-0.0015084873908918
CLDN10,-0.0014990018354971
UGT2B4,-0.0014897847392735
OLFML2A,0.0018360252596479
TNFAIP2,-0.0014306342486703
MS4A2,0.0017549273628146
ARHGAP25,-0.0013918866504924
CES1,0.001743863374137
SMIM3,0.0017370196699864
PTPRC,0.0016957293201946
GPR65,-0.0013341679419821
SHC4,-0.0013184183407876
BNC2,0.0016528421066637
LAT,-0.0013068745987201
RCN3,0.0015236101558881
MRC2,0.0014658949160184
APLNR,-0.0011673653480322
COL4A1,-0.0011613697609466
CCNA1,0.0014511809518327
MPEG1,-0.0011355976864723
ONECUT2,0.0013464722748939
RHOH,-0.0010706305817163
CASR,-0.0010656193450764
KRTAP2-3,0.001275183688294
GNB4,0.0012559072542864
FGF7,0.0012555650689916
LAMP5,-0.0009999363495024
PIK3CG,-0.0009737168429243
LGALS3,0.0012110809905574
C1S,-0.0009500924413609
LAPTM5,0.0011762921602034
CSF2RB,0.0011403627123941
MYO1F,-0.0009081233335883
AQP1,-0.0009069600111231
GRAP,0.0010826474725244
RAB34,0.0010438664813675
CYP19A1,0.0009382453106972
TFPI2,-0.0007426630354932
TNFRSF1B,0.0009177141976633
LTB,0.0008864612812467
MASP1,-0.0006993516323226
ADH6,-0.0006953247456717
GPR4,0.0008541818089455
CA12,-0.0006629306795318
FPR1,0.0008147164471988
NQO1,0.0007987478034046
ASCL1,0.0007937290872991
CALCRL,0.0007089812149577
SLA,0.0007047609304307
CD163L1,-0.0005628849178398
AFAP1L1,0.0006769298663804
TMPRSS4,0.0006172755763126
ERP27,0.0006032459827165
TNC,0.0005913835618784
CLEC4E,-0.0004774254344204
DCN,-0.0004641814515459
GATA2,0.000549294779926
RGS13,0.0005490666567841
FSTL1,-0.0004449418820424
ACE2,0.000526938679429
PTGS1,-0.0004288343354389
NPPB,-0.0004061047976264
CREB3L3,-0.0004044045563627
C1orf162,-0.0004024358563846
ADAM28,0.0004670562662193
LPCAT2,0.0004543954132206
SASH3,0.0004417345602218
A2M,0.0004234846815166
SLAMF9,-0.0003519655436631
PIGR,-0.0003421220428595
ENG,0.0003954254937424
HCK,0.0003834490113333
MS4A14,-0.0002713383244075
CD34,-0.0002094137563134
ARL14,0.000222964144141
SLC19A3,-0.0001936641551189
HLA-DRA,-0.0001860578134642
CD33,-0.0001723663989426
SRL,0.0001736894727432
CLIC2,-0.0001410461694865
NID2,0.000100804021822
CYP3A5,0.0001005758980981
FHL2,-9.478171589211596e-05
CD300C,2.4724841676347253e-05
FGR,-3.751043902886602e-05
ENC1,-2.847231573808496e-05
ACP5,1e-06
ADAMDEC1,-1.791292411637557e-05
EGR4,-1e-06
