gene,score
CTSD,0.1028613060765235
PFKFB3,-0.0802572089641114
COL3A1,0.1022134353979172
LY6E,-0.0795932200979068
BDKRB2,0.1009686796379947
NPY,-0.0771494368173381
RBP4,-0.0767455848288716
ANO6,0.0977127872933146
IQCG,-0.075947455894028
GPX2,-0.0737625566820375
PRSS23,0.0936493378355788
FSTL3,-0.0734270722803979
NR4A1,-0.0724450488550118
SEMA7A,-0.0720990945479885
CDKN1A,0.0916486949304801
DUOX2,-0.0715689772917086
LEPR,-0.0714847706174492
TNFSF10,-0.0701790749912052
BMP1,0.0885206657953963
WEE1,0.0884653458520085
TMEM200A,0.0879811537692369
AHNAK,-0.0688629989462723
SDC4,0.0871863715707508
DUOXA2,-0.0681597255640046
GDF15,-0.0681224097474628
LAMB1,-0.0676543065455151
CELA3B,-0.0671997157856129
DIRAS3,-0.0667402032753088
TGFBI,0.0849317131723516
KRT18,0.0845056925763155
STK17A,-0.0661414499725744
CDC42EP1,-0.0657831465468842
ICAM1,0.0833195645511584
ALDOB,-0.0646028213256161
BMP8A,0.0822451029680794
RNASET2,0.0817927341101612
NCEH1,0.08177083425653
AKR1C3,-0.0639927927404419
GEM,-0.0638766394321463
ERRFI1,-0.062674747995531
COL1A2,0.0794841245095536
NR0B1,-0.0621607382853978
CCL2,0.0776764740670902
AQP3,-0.0604941441289056
ID2,-0.0603306525307886
SRXN1,-0.0602573631935599
TGFB2,-0.0595255436588703
IGFBP5,-0.059497892370656
PNLIP,-0.0594180705284565
FKBP10,0.074714518824323
SLC6A19,-0.058349245324253
THSD7A,-0.0579155048884232
CALCB,-0.0571097696119249
PPP1R3C,-0.0563947735151136
PPY,-0.0562123108062074
DOK5,-0.0560308324477468
PPP1R15A,0.071376958274373
KRT7,0.0709131832430646
PLOD1,0.0708453165082488
ZC3H12A,-0.0554987464910322
SERPINA4,-0.0552241128212595
IFNGR2,0.0693366218843859
PHLDA1,-0.0540780608794145
SH3PXD2B,-0.0540138991521714
IL32,-0.0539705877490008
MGST1,-0.0538062907738276
ARRDC4,0.0685548427236112
GATM,-0.0536979227792062
F2RL1,0.0678241632228617
IL11,-0.053006998516062
RAB27B,-0.0527155414084111
DEFB1,-0.0527131252763292
IGFBP4,-0.052351242396092
PLS3,-0.0522344626827598
TMEM45B,0.0661346807419143
SLC18A2,-0.0518927142353203
SPTSSB,-0.0516019730189441
LOXL2,-0.0515527555153826
DNAJA4,-0.051376914798142
CRP,-0.0503445105467292
AMY2A,-0.0502376638204388
TCF4,-0.0500170799183913
ADAM8,0.063303554314244
MUC1,0.0630285514610438
LCN2,0.0628839211754927
COL18A1,-0.0493171175314997
PDGFRB,-0.0491812772215969
SLC6A6,-0.0488375600741793
UGDH,0.0620713453457493
C15orf48,0.0620002848822912
APCS,-0.0484538425189672
AMBP,-0.0483407317473336
STK17B,-0.0483193445049192
UACA,-0.0483120961091303
COL7A1,0.061462369720453
RSAD2,-0.0481196109269442
KRT8,0.0612449680455516
WWTR1,-0.0479882449357962
FOSL1,-0.0479232778310402
DKK3,-0.0476044378943459
RND1,-0.0474789780035887
KRT80,-0.0473851068010018
LGALS1,-0.0470718150192894
RHOC,0.0597167688639572
FBXO32,-0.0467783892121171
PCK1,-0.0465934208848909
CTRB1,0.0592841326874944
TINAGL1,-0.0458607064864503
FLRT2,-0.0457951129771144
SDC1,0.0581422606164654
KITLG,-0.0455956478583104
IRF1,-0.0455236113306984
LTBP2,-0.0450129126163981
FGL1,-0.0443118763928226
TIAM2,-0.0440922768407642
ASB9,-0.0439141989643746
RIPK2,0.0555361780000077
ALOX5,-0.0435601013978115
NOTCH3,-0.0435228750679645
ZFP36L1,0.0550533546578335
PNLIPRP1,0.0545857015272929
TGFBR3,-0.0426775868162322
SERPINA3,-0.0424182553155502
PILRA,0.0536736638610223
REG1B,0.0535119243148036
MT1F,-0.0419979378350712
EFNA1,-0.0418344462369541
BICC1,-0.041768673755142
PMEPA1,-0.0417414698985749
SLC14A1,-0.0415839738870868
TRIB3,0.0529554170895476
AXL,0.0529395625079064
TRIB2,0.0524731640563921
CELA2B,-0.0410219099967708
HLA-DQA1,-0.0409268754717187
AMIGO2,0.0520333419899018
ALDH1A3,-0.0406578794431659
TNFAIP3,-0.0405793104101264
KLK1,0.0513449793942465
TLR4,-0.0402186803385924
MICAL2,-0.0400463295896608
CFI,0.050732239731289
CLEC2B,-0.0397539776187156
GLT8D2,0.0501958073722011
PLAUR,0.050167520060703
DHRS2,-0.0393385818886383
HHEX,-0.0388833647241561
PNP,0.0494977495284655
NREP,-0.038790835817424
PRICKLE1,-0.0386569642074992
GJA1,-0.0385989770398179
TFPI,-0.0384210781363611
LIPH,0.0487803011885693
FILIP1L,-0.0381815231235245
EMP1,-0.0379466214019188
COL1A1,0.0481672193408991
CTRL,0.0481233055714837
GSTA1,-0.0376216963919008
EFEMP1,-0.0375019636290582
UCP2,0.0473975307246866
IFI30,-0.0371441971212533
FLNA,0.047054204889805
CHAC1,0.0468998793567557
EPS8,-0.036791531336783
CXCL8,0.0467552490717867
IFITM3,0.0464986101582805
SLC43A3,-0.0364453980572835
IFITM1,-0.0363644128921621
EDNRB,-0.0363505425047076
ID3,0.0462507539991231
DLK1,0.0461247157775719
PDZK1IP1,-0.0361384598076091
SCNN1A,0.0449530735928766
CFTR,-0.0351411342131324
PALLD,-0.0350988966466455
DPT,-0.0348424287096925
TCN1,-0.0344251537658753
ARHGEF6,-0.0343598287157103
MTHFD2,-0.0343454214103706
ST6GAL1,-0.0342344583111911
PLEKHO2,-0.0341295802857921
APOBEC2,-0.0340239863686616
SAT1,0.043154091842609
EDN1,-0.0334682760103836
TACSTD2,-0.0332814284698741
TNFAIP8,0.0422447916575329
SNAI1,0.0420742693575476
ARC,-0.032534127793161
SLC17A6,-0.0324538585193143
MUC3A,-0.0322288897847503
GHSR,0.0409561221287771
CYP1A1,-0.0321455779742418
NEK6,-0.0321133628810348
MT1G,0.040829741721349
SPHK1,-0.031944412614174
PON3,-0.031780652556886
CD68,-0.0317467372228719
NCOA7,0.0404393083884095
NEFM,-0.0317410100949572
SPARC,0.0402285222945169
GPNMB,-0.0315101352600023
ACSL1,0.0399719974431638
S1PR5,-0.0311592592030339
JAG1,-0.0310813165745744
LXN,-0.0310603767642638
BAALC,-0.030962478675026
GABRG2,-0.0306609096078572
INHBA,-0.0305746447473816
VIM,0.0387659086128273
TAGLN,-0.0302277060903693
C1R,-0.0300788007705249
NEURL3,0.0382287918831497
ARL4C,-0.0299384861423241
DHCR24,-0.0297751735166832
CCND1,-0.0294583022804237
INSIG1,0.037506552950872
GPRC5A,-0.0294250133505329
ABCC4,-0.0293923508256787
RAB31,0.0373996771011754
APOE,-0.0290870233305733
SLIT3,-0.0289842929780852
MEP1B,-0.0286087186824129
CHRNA3,0.0364309507503375
FN1,0.0363540731380312
MFAP4,-0.0283467920771729
FUT3,0.0360749640624572
MAOB,0.0360295674902914
NR4A2,0.0358923512179097
HLA-DMA,-0.0279819561465119
SOCS2,0.0355667049527144
MT1X,0.0355550706556002
SLC2A3,-0.0276804765655811
CDHR3,-0.0275142108899732
CEL,-0.0271712096333737
CLVS2,-0.0271013207782159
COL4A2,-0.0270791281587454
NPAS4,-0.0270465551201293
VASN,0.0343804628654043
KRT19,-0.0269540262133971
ANPEP,-0.0268606024429141
TIMP3,-0.0268600655245722
P3H2,-0.0265569751890724
VNN2,-0.0263194783629086
PPP1R16B,-0.0261929446354676
DLC1,-0.0261524967964826
GCNT3,0.0331921676669072
TDRD6,-0.0260128980590999
CDX2,-0.0259602800734675
NT5E,0.0330489061225355
PAG1,-0.0259223378523458
TSPAN15,0.0326146730811694
RASD2,0.0325661968419321
ETS2,-0.0255466740708921
NCF4,-0.0255004991039925
RHPN2,0.032419741568918
GBP2,-0.0252774095831684
CSF1R,-0.0252098473738544
APOD,-0.0251077434254896
LHFPL2,-0.025097363006344
ADH1C,-0.0248527967568675
PRG4,-0.0246955692050071
MOB3B,-0.024673555557556
