,Pancreas-Delta,Blood-Granulocytes,Blood-Monocytes,Aorta-Endothel,Cortex-Neuron
scGPT,0.742940596426223,0.635684189406099,0.60063492063492,0.677347197871954,0.659638387868077
scFoundation,0.695818143787724,0.57407035848047,0.594246031746031,0.741853575962759,0.679553694414845
CellFM,0.634210840853403,0.618646334938469,0.612242063492063,0.724401991012232,0.640687943446734
