config,track,split,metric,value
with CpG-count loss,GSM5652243_Pancreas-Acinar-Z000000QX,TEST,Pearson,0.7574240319820713
with CpG-count loss,GSM5652243_Pancreas-Acinar-Z000000QX,TEST,Spearman,0.70106007616341
with CpG-count loss,GSM5652243_Pancreas-Acinar-Z000000QX,TEST,AUC,0.8868441400574334
with CpG-count loss,GSM5652243_Pancreas-Acinar-Z000000QX,TEST,Accuracy,0.8341643174064167
with CpG-count loss,GSM5652243_Pancreas-Acinar-Z000000QX,TEST,MAE,0.1552999209796705
with CpG-count loss,GSM5652247_Pancreas-Delta-Z00000451,TEST,Pearson,0.7771296684934832
with CpG-count loss,GSM5652247_Pancreas-Delta-Z00000451,TEST,Spearman,0.6090878933437709
with CpG-count loss,GSM5652247_Pancreas-Delta-Z00000451,TEST,AUC,0.9043010714064513
with CpG-count loss,GSM5652247_Pancreas-Delta-Z00000451,TEST,Accuracy,0.9038567082890435
with CpG-count loss,GSM5652247_Pancreas-Delta-Z00000451,TEST,MAE,0.1329680295035261
with CpG-count loss,GSM5652250_Pancreas-Beta-Z00000452,TEST,Pearson,0.7770954218196808
with CpG-count loss,GSM5652250_Pancreas-Beta-Z00000452,TEST,Spearman,0.5908424295534346
with CpG-count loss,GSM5652250_Pancreas-Beta-Z00000452,TEST,AUC,0.904128604077303
with CpG-count loss,GSM5652250_Pancreas-Beta-Z00000452,TEST,Accuracy,0.9101605717250768
with CpG-count loss,GSM5652250_Pancreas-Beta-Z00000452,TEST,MAE,0.1296865708935375
with CpG-count loss,GSM5652253_Pancreas-Alpha-Z00000453,TEST,Pearson,0.7774473599032244
with CpG-count loss,GSM5652253_Pancreas-Alpha-Z00000453,TEST,Spearman,0.6276039789080488
with CpG-count loss,GSM5652253_Pancreas-Alpha-Z00000453,TEST,AUC,0.9033737192749667
with CpG-count loss,GSM5652253_Pancreas-Alpha-Z00000453,TEST,Accuracy,0.90561044573762
with CpG-count loss,GSM5652253_Pancreas-Alpha-Z00000453,TEST,MAE,0.1306142040991458
with CpG-count loss,GSM5652264_Thyroid-Epithelial-Z0000042S,TEST,Pearson,0.7894762548663178
with CpG-count loss,GSM5652264_Thyroid-Epithelial-Z0000042S,TEST,Spearman,0.5949083427040162
with CpG-count loss,GSM5652264_Thyroid-Epithelial-Z0000042S,TEST,AUC,0.909369627774602
with CpG-count loss,GSM5652264_Thyroid-Epithelial-Z0000042S,TEST,Accuracy,0.9165702633795598
with CpG-count loss,GSM5652264_Thyroid-Epithelial-Z0000042S,TEST,MAE,0.125027558667308
with CpG-count loss,GSM5652267_Fallopian-Epithelial-Z000000Q7,TEST,Pearson,0.7869088288554787
with CpG-count loss,GSM5652267_Fallopian-Epithelial-Z000000Q7,TEST,Spearman,0.6204772587285906
with CpG-count loss,GSM5652267_Fallopian-Epithelial-Z000000Q7,TEST,AUC,0.9120101052206042
with CpG-count loss,GSM5652267_Fallopian-Epithelial-Z000000Q7,TEST,Accuracy,0.8970203974438946
with CpG-count loss,GSM5652267_Fallopian-Epithelial-Z000000Q7,TEST,MAE,0.1345198810955814
with CpG-count loss,GSM5652270_Ovary-Epithelial-Z000000QT,TEST,Pearson,0.7243742777425927
with CpG-count loss,GSM5652270_Ovary-Epithelial-Z000000QT,TEST,Spearman,0.5873825677790573
with CpG-count loss,GSM5652270_Ovary-Epithelial-Z000000QT,TEST,AUC,0.8795517151800047
with CpG-count loss,GSM5652270_Ovary-Epithelial-Z000000QT,TEST,Accuracy,0.8485694552466135
with CpG-count loss,GSM5652270_Ovary-Epithelial-Z000000QT,TEST,MAE,0.1697015812280462
with CpG-count loss,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF,TEST,Pearson,0.7776338701468015
with CpG-count loss,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF,TEST,Spearman,0.7297226804112262
with CpG-count loss,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF,TEST,AUC,0.8779619982148223
with CpG-count loss,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF,TEST,Accuracy,0.8035412083432729
with CpG-count loss,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF,TEST,MAE,0.1138842342222866
with CpG-count loss,GSM5652277_Blood-T-CD3-Z000000TV,TEST,Pearson,0.7992142095737242
with CpG-count loss,GSM5652277_Blood-T-CD3-Z000000TV,TEST,Spearman,0.689172564290275
with CpG-count loss,GSM5652277_Blood-T-CD3-Z000000TV,TEST,AUC,0.9067458920212582
with CpG-count loss,GSM5652277_Blood-T-CD3-Z000000TV,TEST,Accuracy,0.9121032331989407
with CpG-count loss,GSM5652277_Blood-T-CD3-Z000000TV,TEST,MAE,0.1144266554843517
with CpG-count loss,GSM5652299_Blood-NK-Z000000TM,TEST,Pearson,0.8028163443974355
with CpG-count loss,GSM5652299_Blood-NK-Z000000TM,TEST,Spearman,0.5963021034543571
with CpG-count loss,GSM5652299_Blood-NK-Z000000TM,TEST,AUC,0.9088106645388905
with CpG-count loss,GSM5652299_Blood-NK-Z000000TM,TEST,Accuracy,0.9330975844196234
with CpG-count loss,GSM5652299_Blood-NK-Z000000TM,TEST,MAE,0.1086651726196928
with CpG-count loss,GSM5652302_Blood-Monocytes-Z000000TP,TEST,Pearson,0.7971925540850633
with CpG-count loss,GSM5652302_Blood-Monocytes-Z000000TP,TEST,Spearman,0.5580204424148149
with CpG-count loss,GSM5652302_Blood-Monocytes-Z000000TP,TEST,AUC,0.9125295302400359
with CpG-count loss,GSM5652302_Blood-Monocytes-Z000000TP,TEST,Accuracy,0.9289854169893429
with CpG-count loss,GSM5652302_Blood-Monocytes-Z000000TP,TEST,MAE,0.1162780841720492
with CpG-count loss,GSM5652313_Blood-Granulocytes-Z000000TZ,TEST,Pearson,0.7994345987487229
with CpG-count loss,GSM5652313_Blood-Granulocytes-Z000000TZ,TEST,Spearman,0.6151079658068533
with CpG-count loss,GSM5652313_Blood-Granulocytes-Z000000TZ,TEST,AUC,0.9126313480382484
with CpG-count loss,GSM5652313_Blood-Granulocytes-Z000000TZ,TEST,Accuracy,0.9271869741225403
with CpG-count loss,GSM5652313_Blood-Granulocytes-Z000000TZ,TEST,MAE,0.1138485338023141
with CpG-count loss,GSM5652317_Blood-B-Z000000UB,TEST,Pearson,0.7908272522300248
with CpG-count loss,GSM5652317_Blood-B-Z000000UB,TEST,Spearman,0.6408619330327712
with CpG-count loss,GSM5652317_Blood-B-Z000000UB,TEST,AUC,0.9041142388881447
with CpG-count loss,GSM5652317_Blood-B-Z000000UB,TEST,Accuracy,0.9185452380655287
with CpG-count loss,GSM5652317_Blood-B-Z000000UB,TEST,MAE,0.1189345187109213
with CpG-count loss,GSM5652321_Epidermal-Keratinocytes-Z00000424,TEST,Pearson,0.7903623844216012
with CpG-count loss,GSM5652321_Epidermal-Keratinocytes-Z00000424,TEST,Spearman,0.6696773671062596
with CpG-count loss,GSM5652321_Epidermal-Keratinocytes-Z00000424,TEST,AUC,0.9087434487132353
with CpG-count loss,GSM5652321_Epidermal-Keratinocytes-Z00000424,TEST,Accuracy,0.8921413123006999
with CpG-count loss,GSM5652321_Epidermal-Keratinocytes-Z00000424,TEST,MAE,0.1282169347136895
with CpG-count loss,GSM5652322_Tonsil-Palatine-Epithelial-Z000000QF,TEST,Pearson,0.782439041566887
with CpG-count loss,GSM5652322_Tonsil-Palatine-Epithelial-Z000000QF,TEST,Spearman,0.7070063973594158
with CpG-count loss,GSM5652322_Tonsil-Palatine-Epithelial-Z000000QF,TEST,AUC,0.9030549701097328
with CpG-count loss,GSM5652322_Tonsil-Palatine-Epithelial-Z000000QF,TEST,Accuracy,0.8598861882405257
with CpG-count loss,GSM5652322_Tonsil-Palatine-Epithelial-Z000000QF,TEST,MAE,0.1459038173380008
with CpG-count loss,GSM5652335_Lung-Bronchus-Epithelial-Z000000QD,TEST,Pearson,0.7936911754735274
with CpG-count loss,GSM5652335_Lung-Bronchus-Epithelial-Z000000QD,TEST,Spearman,0.6530461153272579
with CpG-count loss,GSM5652335_Lung-Bronchus-Epithelial-Z000000QD,TEST,AUC,0.9125690430427037
with CpG-count loss,GSM5652335_Lung-Bronchus-Epithelial-Z000000QD,TEST,Accuracy,0.8943990223302793
with CpG-count loss,GSM5652335_Lung-Bronchus-Epithelial-Z000000QD,TEST,MAE,0.1331736239324196
with CpG-count loss,GSM5652338_Prostate-Epithelial-Z000000RV,TEST,Pearson,0.8046936224852057
with CpG-count loss,GSM5652338_Prostate-Epithelial-Z000000RV,TEST,Spearman,0.6666735561258956
with CpG-count loss,GSM5652338_Prostate-Epithelial-Z000000RV,TEST,AUC,0.9161113888709944
with CpG-count loss,GSM5652338_Prostate-Epithelial-Z000000RV,TEST,Accuracy,0.9039225888595531
with CpG-count loss,GSM5652338_Prostate-Epithelial-Z000000RV,TEST,MAE,0.122522371401001
with CpG-count loss,GSM5652342_Bladder-Epithelial-Z000000QM,TEST,Pearson,0.7800350363867873
with CpG-count loss,GSM5652342_Bladder-Epithelial-Z000000QM,TEST,Spearman,0.6818509869702251
with CpG-count loss,GSM5652342_Bladder-Epithelial-Z000000QM,TEST,AUC,0.9061785568222704
with CpG-count loss,GSM5652342_Bladder-Epithelial-Z000000QM,TEST,Accuracy,0.8773626031574702
with CpG-count loss,GSM5652342_Bladder-Epithelial-Z000000QM,TEST,MAE,0.1407355992856923
with CpG-count loss,GSM5652347_Breast-Luminal-Epithelial-Z000000V2,TEST,Pearson,0.7999172357292046
with CpG-count loss,GSM5652347_Breast-Luminal-Epithelial-Z000000V2,TEST,Spearman,0.6287915294541503
with CpG-count loss,GSM5652347_Breast-Luminal-Epithelial-Z000000V2,TEST,AUC,0.9150262963849205
with CpG-count loss,GSM5652347_Breast-Luminal-Epithelial-Z000000V2,TEST,Accuracy,0.9112556029442251
with CpG-count loss,GSM5652347_Breast-Luminal-Epithelial-Z000000V2,TEST,MAE,0.1222124683251734
with CpG-count loss,GSM5652350_Breast-Basal-Epithelial-Z000000V6,TEST,Pearson,0.7828059624341607
with CpG-count loss,GSM5652350_Breast-Basal-Epithelial-Z000000V6,TEST,Spearman,0.5725737969389868
with CpG-count loss,GSM5652350_Breast-Basal-Epithelial-Z000000V6,TEST,AUC,0.911529089191121
with CpG-count loss,GSM5652350_Breast-Basal-Epithelial-Z000000V6,TEST,Accuracy,0.9100317536884976
with CpG-count loss,GSM5652350_Breast-Basal-Epithelial-Z000000V6,TEST,MAE,0.1288102874983923
with CpG-count loss,GSM5652354_Lung-Alveolar-Epithelial-Z000000T1,TEST,Pearson,0.805468851414575
with CpG-count loss,GSM5652354_Lung-Alveolar-Epithelial-Z000000T1,TEST,Spearman,0.6646607080076657
with CpG-count loss,GSM5652354_Lung-Alveolar-Epithelial-Z000000T1,TEST,AUC,0.915414553411558
with CpG-count loss,GSM5652354_Lung-Alveolar-Epithelial-Z000000T1,TEST,Accuracy,0.8996866927501842
with CpG-count loss,GSM5652354_Lung-Alveolar-Epithelial-Z000000T1,TEST,MAE,0.1242452732294027
with CpG-count loss,GSM5652358_Gallbladder-Epithelial-Z00000432,TEST,Pearson,0.7865315594098484
with CpG-count loss,GSM5652358_Gallbladder-Epithelial-Z00000432,TEST,Spearman,0.6171241361261224
with CpG-count loss,GSM5652358_Gallbladder-Epithelial-Z00000432,TEST,AUC,0.911789113457646
with CpG-count loss,GSM5652358_Gallbladder-Epithelial-Z00000432,TEST,Accuracy,0.8998980197113502
with CpG-count loss,GSM5652358_Gallbladder-Epithelial-Z00000432,TEST,MAE,0.1335089348028149
with CpG-count loss,GSM5652359_Gastric-fundus-Epithelial-Z000000RX,TEST,Pearson,0.7857145072129833
with CpG-count loss,GSM5652359_Gastric-fundus-Epithelial-Z000000RX,TEST,Spearman,0.685849793986806
with CpG-count loss,GSM5652359_Gastric-fundus-Epithelial-Z000000RX,TEST,AUC,0.9064682686398993
with CpG-count loss,GSM5652359_Gastric-fundus-Epithelial-Z000000RX,TEST,Accuracy,0.8817312810682243
with CpG-count loss,GSM5652359_Gastric-fundus-Epithelial-Z000000RX,TEST,MAE,0.1348209298326058
with CpG-count loss,GSM5652370_Colon-Right-Epithelial-Z000000V0,TEST,Pearson,0.7789327563321671
with CpG-count loss,GSM5652370_Colon-Right-Epithelial-Z000000V0,TEST,Spearman,0.643281512827964
with CpG-count loss,GSM5652370_Colon-Right-Epithelial-Z000000V0,TEST,AUC,0.907825021254654
with CpG-count loss,GSM5652370_Colon-Right-Epithelial-Z000000V0,TEST,Accuracy,0.8924923121991577
with CpG-count loss,GSM5652370_Colon-Right-Epithelial-Z000000V0,TEST,MAE,0.1346642332034206
with CpG-count loss,GSM5652378_Small-int-Epithelial-Z0000042V,TEST,Pearson,0.7689724673899074
with CpG-count loss,GSM5652378_Small-int-Epithelial-Z0000042V,TEST,Spearman,0.6496435018328267
with CpG-count loss,GSM5652378_Small-int-Epithelial-Z0000042V,TEST,AUC,0.905750903124618
with CpG-count loss,GSM5652378_Small-int-Epithelial-Z0000042V,TEST,Accuracy,0.8819151113524908
with CpG-count loss,GSM5652378_Small-int-Epithelial-Z0000042V,TEST,MAE,0.1400975770717736
without CpG-count loss,GSM5652176_Adipocytes-Z000000T7,VALID,Pearson,0.8155466049692025
without CpG-count loss,GSM5652176_Adipocytes-Z000000T7,VALID,Spearman,0.6883751425095019
without CpG-count loss,GSM5652176_Adipocytes-Z000000T7,VALID,AUC,0.911837892979119
without CpG-count loss,GSM5652176_Adipocytes-Z000000T7,VALID,Accuracy,0.9023415252728999
without CpG-count loss,GSM5652176_Adipocytes-Z000000T7,VALID,MAE,0.1171417099073335
without CpG-count loss,GSM5652179_Aorta-Endothel-Z00000422,VALID,Pearson,0.781804222072477
without CpG-count loss,GSM5652179_Aorta-Endothel-Z00000422,VALID,Spearman,0.6875251030340023
without CpG-count loss,GSM5652179_Aorta-Endothel-Z00000422,VALID,AUC,0.9012668317544639
without CpG-count loss,GSM5652179_Aorta-Endothel-Z00000422,VALID,Accuracy,0.8731735450072758
without CpG-count loss,GSM5652179_Aorta-Endothel-Z00000422,VALID,MAE,0.1358434669988873
without CpG-count loss,GSM5652189_Kidney-Tubular-Endothel-Z0000042R,VALID,Pearson,0.7988754240903848
without CpG-count loss,GSM5652189_Kidney-Tubular-Endothel-Z0000042R,VALID,Spearman,0.6237741218334801
without CpG-count loss,GSM5652189_Kidney-Tubular-Endothel-Z0000042R,VALID,AUC,0.9129217624292578
without CpG-count loss,GSM5652189_Kidney-Tubular-Endothel-Z0000042R,VALID,Accuracy,0.9131872763620119
without CpG-count loss,GSM5652189_Kidney-Tubular-Endothel-Z0000042R,VALID,MAE,0.1216590320116232
without CpG-count loss,GSM5652198_Colon-Fibroblasts-Z0000042A,VALID,Pearson,0.8147243065038339
without CpG-count loss,GSM5652198_Colon-Fibroblasts-Z0000042A,VALID,Spearman,0.720925575667818
without CpG-count loss,GSM5652198_Colon-Fibroblasts-Z0000042A,VALID,AUC,0.9097236406077267
without CpG-count loss,GSM5652198_Colon-Fibroblasts-Z0000042A,VALID,Accuracy,0.9027685329633268
without CpG-count loss,GSM5652198_Colon-Fibroblasts-Z0000042A,VALID,MAE,0.1136451035217081
without CpG-count loss,GSM5652200_Heart-Fibroblasts-Z0000043R,VALID,Pearson,0.7170401297742977
without CpG-count loss,GSM5652200_Heart-Fibroblasts-Z0000043R,VALID,Spearman,0.6867553061493712
without CpG-count loss,GSM5652200_Heart-Fibroblasts-Z0000043R,VALID,AUC,0.8583188415344073
without CpG-count loss,GSM5652200_Heart-Fibroblasts-Z0000043R,VALID,Accuracy,0.7694684036925075
without CpG-count loss,GSM5652200_Heart-Fibroblasts-Z0000043R,VALID,MAE,0.1792524872001898
without CpG-count loss,GSM5652204_Dermal-Fibroblasts-Z00000423,VALID,Pearson,0.7814818215016587
without CpG-count loss,GSM5652204_Dermal-Fibroblasts-Z00000423,VALID,Spearman,0.6879445229098369
without CpG-count loss,GSM5652204_Dermal-Fibroblasts-Z00000423,VALID,AUC,0.8978258364342802
without CpG-count loss,GSM5652204_Dermal-Fibroblasts-Z00000423,VALID,Accuracy,0.8761794418388958
without CpG-count loss,GSM5652204_Dermal-Fibroblasts-Z00000423,VALID,MAE,0.1319850739841172
without CpG-count loss,GSM5652205_Skeletal-Muscle-Z00000427,VALID,Pearson,0.7982484680662691
without CpG-count loss,GSM5652205_Skeletal-Muscle-Z00000427,VALID,Spearman,0.6748253696151282
without CpG-count loss,GSM5652205_Skeletal-Muscle-Z00000427,VALID,AUC,0.8996238463693527
without CpG-count loss,GSM5652205_Skeletal-Muscle-Z00000427,VALID,Accuracy,0.8941071531803689
without CpG-count loss,GSM5652205_Skeletal-Muscle-Z00000427,VALID,MAE,0.1256524959276857
without CpG-count loss,GSM5652207_Aorta-Smooth-Muscle-Z0000041U,VALID,Pearson,0.7566994318142406
without CpG-count loss,GSM5652207_Aorta-Smooth-Muscle-Z0000041U,VALID,Spearman,0.7165246183181043
without CpG-count loss,GSM5652207_Aorta-Smooth-Muscle-Z0000041U,VALID,AUC,0.8775200849041354
without CpG-count loss,GSM5652207_Aorta-Smooth-Muscle-Z0000041U,VALID,Accuracy,0.8030161987208849
without CpG-count loss,GSM5652207_Aorta-Smooth-Muscle-Z0000041U,VALID,MAE,0.148707820346287
without CpG-count loss,GSM5652215_Heart-Cardiomyocyte-Z0000044P,VALID,Pearson,0.7072087651837513
without CpG-count loss,GSM5652215_Heart-Cardiomyocyte-Z0000044P,VALID,Spearman,0.5171506308753625
without CpG-count loss,GSM5652215_Heart-Cardiomyocyte-Z0000044P,VALID,AUC,0.8682563910465291
without CpG-count loss,GSM5652215_Heart-Cardiomyocyte-Z0000044P,VALID,Accuracy,0.8777401073606887
without CpG-count loss,GSM5652215_Heart-Cardiomyocyte-Z0000044P,VALID,MAE,0.1812366994116734
without CpG-count loss,GSM5652218_Bone-Osteoblasts-Z0000042Z,VALID,Pearson,0.7638837809593891
without CpG-count loss,GSM5652218_Bone-Osteoblasts-Z0000042Z,VALID,Spearman,0.7087622496604886
without CpG-count loss,GSM5652218_Bone-Osteoblasts-Z0000042Z,VALID,AUC,0.8848527144152427
without CpG-count loss,GSM5652218_Bone-Osteoblasts-Z0000042Z,VALID,Accuracy,0.8225019998814885
without CpG-count loss,GSM5652218_Bone-Osteoblasts-Z0000042Z,VALID,MAE,0.1521096847061402
without CpG-count loss,GSM5652219_Oligodendrocytes-Z000000TK,VALID,Pearson,0.7976597501130481
without CpG-count loss,GSM5652219_Oligodendrocytes-Z000000TK,VALID,Spearman,0.5866271274080445
without CpG-count loss,GSM5652219_Oligodendrocytes-Z000000TK,VALID,AUC,0.9144193504255212
without CpG-count loss,GSM5652219_Oligodendrocytes-Z000000TK,VALID,Accuracy,0.9164158145135304
without CpG-count loss,GSM5652219_Oligodendrocytes-Z000000TK,VALID,MAE,0.1234556854789779
without CpG-count loss,GSM5652223_Cortex-Neuron-Z000000TF,VALID,Pearson,0.8244487710554299
without CpG-count loss,GSM5652223_Cortex-Neuron-Z000000TF,VALID,Spearman,0.6134747365744825
without CpG-count loss,GSM5652223_Cortex-Neuron-Z000000TF,VALID,AUC,0.9197666272111477
without CpG-count loss,GSM5652223_Cortex-Neuron-Z000000TF,VALID,Accuracy,0.9380679310881134
without CpG-count loss,GSM5652223_Cortex-Neuron-Z000000TF,VALID,MAE,0.1045488032154998
without CpG-count loss,GSM5652233_Liver-Hepatocytes-Z000000R3,VALID,Pearson,0.7856321698164379
without CpG-count loss,GSM5652233_Liver-Hepatocytes-Z000000R3,VALID,Spearman,0.6344483344933056
without CpG-count loss,GSM5652233_Liver-Hepatocytes-Z000000R3,VALID,AUC,0.9067815043224007
without CpG-count loss,GSM5652233_Liver-Hepatocytes-Z000000R3,VALID,Accuracy,0.9000267631226411
without CpG-count loss,GSM5652233_Liver-Hepatocytes-Z000000R3,VALID,MAE,0.1291922105694915
without CpG-count loss,GSM5652239_Pancreas-Duct-Z0000043T,VALID,Pearson,0.7864004858278668
without CpG-count loss,GSM5652239_Pancreas-Duct-Z0000043T,VALID,Spearman,0.5854340805693355
without CpG-count loss,GSM5652239_Pancreas-Duct-Z0000043T,VALID,AUC,0.9110592916565157
without CpG-count loss,GSM5652239_Pancreas-Duct-Z0000043T,VALID,Accuracy,0.9115197643124076
without CpG-count loss,GSM5652239_Pancreas-Duct-Z0000043T,VALID,MAE,0.1260572667175566
without CpG-count loss,GSM5652243_Pancreas-Acinar-Z000000QX,VALID,Pearson,0.7531350401853497
without CpG-count loss,GSM5652243_Pancreas-Acinar-Z000000QX,VALID,Spearman,0.7033004310761576
without CpG-count loss,GSM5652243_Pancreas-Acinar-Z000000QX,VALID,AUC,0.8872247262917874
without CpG-count loss,GSM5652243_Pancreas-Acinar-Z000000QX,VALID,Accuracy,0.8375352124107055
without CpG-count loss,GSM5652243_Pancreas-Acinar-Z000000QX,VALID,MAE,0.1563803853717085
without CpG-count loss,GSM5652247_Pancreas-Delta-Z00000451,VALID,Pearson,0.7770347447925507
without CpG-count loss,GSM5652247_Pancreas-Delta-Z00000451,VALID,Spearman,0.6140844217662585
without CpG-count loss,GSM5652247_Pancreas-Delta-Z00000451,VALID,AUC,0.908120633263052
without CpG-count loss,GSM5652247_Pancreas-Delta-Z00000451,VALID,Accuracy,0.9026214368226014
without CpG-count loss,GSM5652247_Pancreas-Delta-Z00000451,VALID,MAE,0.1342673784128246
without CpG-count loss,GSM5652250_Pancreas-Beta-Z00000452,VALID,Pearson,0.7760389544002247
without CpG-count loss,GSM5652250_Pancreas-Beta-Z00000452,VALID,Spearman,0.5989352078660427
without CpG-count loss,GSM5652250_Pancreas-Beta-Z00000452,VALID,AUC,0.9072285724589009
without CpG-count loss,GSM5652250_Pancreas-Beta-Z00000452,VALID,Accuracy,0.9076479290379388
without CpG-count loss,GSM5652250_Pancreas-Beta-Z00000452,VALID,MAE,0.1317122037404347
without CpG-count loss,GSM5652253_Pancreas-Alpha-Z00000453,VALID,Pearson,0.7780467560268085
without CpG-count loss,GSM5652253_Pancreas-Alpha-Z00000453,VALID,Spearman,0.6170277187545611
without CpG-count loss,GSM5652253_Pancreas-Alpha-Z00000453,VALID,AUC,0.9057750131578435
without CpG-count loss,GSM5652253_Pancreas-Alpha-Z00000453,VALID,Accuracy,0.903572755546279
without CpG-count loss,GSM5652253_Pancreas-Alpha-Z00000453,VALID,MAE,0.129545644559543
without CpG-count loss,GSM5652264_Thyroid-Epithelial-Z0000042S,VALID,Pearson,0.7883920242908616
without CpG-count loss,GSM5652264_Thyroid-Epithelial-Z0000042S,VALID,Spearman,0.5749756475182961
without CpG-count loss,GSM5652264_Thyroid-Epithelial-Z0000042S,VALID,AUC,0.9091371857239513
without CpG-count loss,GSM5652264_Thyroid-Epithelial-Z0000042S,VALID,Accuracy,0.9139530336449512
without CpG-count loss,GSM5652264_Thyroid-Epithelial-Z0000042S,VALID,MAE,0.1263581858980431
without CpG-count loss,GSM5652267_Fallopian-Epithelial-Z000000Q7,VALID,Pearson,0.7859126232575256
without CpG-count loss,GSM5652267_Fallopian-Epithelial-Z000000Q7,VALID,Spearman,0.6218285560769002
without CpG-count loss,GSM5652267_Fallopian-Epithelial-Z000000Q7,VALID,AUC,0.9124678363066734
without CpG-count loss,GSM5652267_Fallopian-Epithelial-Z000000Q7,VALID,Accuracy,0.8972691692067248
without CpG-count loss,GSM5652267_Fallopian-Epithelial-Z000000Q7,VALID,MAE,0.1352727970607044
without CpG-count loss,GSM5652270_Ovary-Epithelial-Z000000QT,VALID,Pearson,0.7281179817776015
without CpG-count loss,GSM5652270_Ovary-Epithelial-Z000000QT,VALID,Spearman,0.5990574653229391
without CpG-count loss,GSM5652270_Ovary-Epithelial-Z000000QT,VALID,AUC,0.8821265955733536
without CpG-count loss,GSM5652270_Ovary-Epithelial-Z000000QT,VALID,Accuracy,0.8526188494746697
without CpG-count loss,GSM5652270_Ovary-Epithelial-Z000000QT,VALID,MAE,0.1681511775976374
without CpG-count loss,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF,VALID,Pearson,0.7862851198086049
without CpG-count loss,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF,VALID,Spearman,0.7263410580545689
without CpG-count loss,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF,VALID,AUC,0.881507691278834
without CpG-count loss,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF,VALID,Accuracy,0.8078493666350199
without CpG-count loss,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF,VALID,MAE,0.1114230193520904
without CpG-count loss,GSM5652277_Blood-T-CD3-Z000000TV,VALID,Pearson,0.8029997935981739
without CpG-count loss,GSM5652277_Blood-T-CD3-Z000000TV,VALID,Spearman,0.6716228186418585
without CpG-count loss,GSM5652277_Blood-T-CD3-Z000000TV,VALID,AUC,0.9094674139802326
without CpG-count loss,GSM5652277_Blood-T-CD3-Z000000TV,VALID,Accuracy,0.9140519411000997
without CpG-count loss,GSM5652277_Blood-T-CD3-Z000000TV,VALID,MAE,0.1129800140418035
without CpG-count loss,GSM5652299_Blood-NK-Z000000TM,VALID,Pearson,0.8063158218047182
without CpG-count loss,GSM5652299_Blood-NK-Z000000TM,VALID,Spearman,0.5903535417461105
without CpG-count loss,GSM5652299_Blood-NK-Z000000TM,VALID,AUC,0.9112865254396908
without CpG-count loss,GSM5652299_Blood-NK-Z000000TM,VALID,Accuracy,0.9328729157161417
without CpG-count loss,GSM5652299_Blood-NK-Z000000TM,VALID,MAE,0.1073886878681052
without CpG-count loss,GSM5652302_Blood-Monocytes-Z000000TP,VALID,Pearson,0.8008553290404562
without CpG-count loss,GSM5652302_Blood-Monocytes-Z000000TP,VALID,Spearman,0.5695595776249381
without CpG-count loss,GSM5652302_Blood-Monocytes-Z000000TP,VALID,AUC,0.9156910159367502
without CpG-count loss,GSM5652302_Blood-Monocytes-Z000000TP,VALID,Accuracy,0.9287570693105721
without CpG-count loss,GSM5652302_Blood-Monocytes-Z000000TP,VALID,MAE,0.1158267161197228
without CpG-count loss,GSM5652313_Blood-Granulocytes-Z000000TZ,VALID,Pearson,0.8027210806683434
without CpG-count loss,GSM5652313_Blood-Granulocytes-Z000000TZ,VALID,Spearman,0.5936101931086345
without CpG-count loss,GSM5652313_Blood-Granulocytes-Z000000TZ,VALID,AUC,0.9153791573076766
without CpG-count loss,GSM5652313_Blood-Granulocytes-Z000000TZ,VALID,Accuracy,0.9266965244105563
without CpG-count loss,GSM5652313_Blood-Granulocytes-Z000000TZ,VALID,MAE,0.1134215954254723
without CpG-count loss,GSM5652317_Blood-B-Z000000UB,VALID,Pearson,0.7940667898277194
without CpG-count loss,GSM5652317_Blood-B-Z000000UB,VALID,Spearman,0.6503216021135949
without CpG-count loss,GSM5652317_Blood-B-Z000000UB,VALID,AUC,0.906072331559077
without CpG-count loss,GSM5652317_Blood-B-Z000000UB,VALID,Accuracy,0.919407661968241
without CpG-count loss,GSM5652317_Blood-B-Z000000UB,VALID,MAE,0.1175050819637808
without CpG-count loss,GSM5652321_Epidermal-Keratinocytes-Z00000424,VALID,Pearson,0.7914200276297807
without CpG-count loss,GSM5652321_Epidermal-Keratinocytes-Z00000424,VALID,Spearman,0.6704087601732978
without CpG-count loss,GSM5652321_Epidermal-Keratinocytes-Z00000424,VALID,AUC,0.9091358775142806
without CpG-count loss,GSM5652321_Epidermal-Keratinocytes-Z00000424,VALID,Accuracy,0.8923490461622459
without CpG-count loss,GSM5652321_Epidermal-Keratinocytes-Z00000424,VALID,MAE,0.1281535307003108
without CpG-count loss,GSM5652322_Tonsil-Palatine-Epithelial-Z000000QF,VALID,Pearson,0.7808890210722622
