config,track,split,metric,value
without CpG-count loss,GSM5652322_Tonsil-Palatine-Epithelial-Z000000QF,VALID,Spearman,0.6987617570647102
without CpG-count loss,GSM5652322_Tonsil-Palatine-Epithelial-Z000000QF,VALID,AUC,0.9024467675565319
without CpG-count loss,GSM5652322_Tonsil-Palatine-Epithelial-Z000000QF,VALID,Accuracy,0.8600971512534796
without CpG-count loss,GSM5652322_Tonsil-Palatine-Epithelial-Z000000QF,VALID,MAE,0.1441151403301103
without CpG-count loss,GSM5652335_Lung-Bronchus-Epithelial-Z000000QD,VALID,Pearson,0.7921526095872243
without CpG-count loss,GSM5652335_Lung-Bronchus-Epithelial-Z000000QD,VALID,Spearman,0.6511558973114421
without CpG-count loss,GSM5652335_Lung-Bronchus-Epithelial-Z000000QD,VALID,AUC,0.9128378385429147
without CpG-count loss,GSM5652335_Lung-Bronchus-Epithelial-Z000000QD,VALID,Accuracy,0.8936756204364417
without CpG-count loss,GSM5652335_Lung-Bronchus-Epithelial-Z000000QD,VALID,MAE,0.1337916853482518
without CpG-count loss,GSM5652338_Prostate-Epithelial-Z000000RV,VALID,Pearson,0.8023027357062742
without CpG-count loss,GSM5652338_Prostate-Epithelial-Z000000RV,VALID,Spearman,0.6702550147708867
without CpG-count loss,GSM5652338_Prostate-Epithelial-Z000000RV,VALID,AUC,0.9155935396653369
without CpG-count loss,GSM5652338_Prostate-Epithelial-Z000000RV,VALID,Accuracy,0.903114810524329
without CpG-count loss,GSM5652338_Prostate-Epithelial-Z000000RV,VALID,MAE,0.1231073708723009
without CpG-count loss,GSM5652342_Bladder-Epithelial-Z000000QM,VALID,Pearson,0.777521018866735
without CpG-count loss,GSM5652342_Bladder-Epithelial-Z000000QM,VALID,Spearman,0.667557467317028
without CpG-count loss,GSM5652342_Bladder-Epithelial-Z000000QM,VALID,AUC,0.9058574631677629
without CpG-count loss,GSM5652342_Bladder-Epithelial-Z000000QM,VALID,Accuracy,0.876905182896818
without CpG-count loss,GSM5652342_Bladder-Epithelial-Z000000QM,VALID,MAE,0.1413880681973324
without CpG-count loss,GSM5652347_Breast-Luminal-Epithelial-Z000000V2,VALID,Pearson,0.799498662447676
without CpG-count loss,GSM5652347_Breast-Luminal-Epithelial-Z000000V2,VALID,Spearman,0.6108573057441259
without CpG-count loss,GSM5652347_Breast-Luminal-Epithelial-Z000000V2,VALID,AUC,0.9158678601837119
without CpG-count loss,GSM5652347_Breast-Luminal-Epithelial-Z000000V2,VALID,Accuracy,0.9111313593292844
without CpG-count loss,GSM5652347_Breast-Luminal-Epithelial-Z000000V2,VALID,MAE,0.1228599645668049
without CpG-count loss,GSM5652350_Breast-Basal-Epithelial-Z000000V6,VALID,Pearson,0.782963693481037
without CpG-count loss,GSM5652350_Breast-Basal-Epithelial-Z000000V6,VALID,Spearman,0.5895874289304633
without CpG-count loss,GSM5652350_Breast-Basal-Epithelial-Z000000V6,VALID,AUC,0.9118162048702722
without CpG-count loss,GSM5652350_Breast-Basal-Epithelial-Z000000V6,VALID,Accuracy,0.9107780334091342
without CpG-count loss,GSM5652350_Breast-Basal-Epithelial-Z000000V6,VALID,MAE,0.1279498746702176
without CpG-count loss,GSM5652354_Lung-Alveolar-Epithelial-Z000000T1,VALID,Pearson,0.806420690871612
without CpG-count loss,GSM5652354_Lung-Alveolar-Epithelial-Z000000T1,VALID,Spearman,0.696409439662371
without CpG-count loss,GSM5652354_Lung-Alveolar-Epithelial-Z000000T1,VALID,AUC,0.9157823403398866
without CpG-count loss,GSM5652354_Lung-Alveolar-Epithelial-Z000000T1,VALID,Accuracy,0.8995714553957291
without CpG-count loss,GSM5652354_Lung-Alveolar-Epithelial-Z000000T1,VALID,MAE,0.1236782329942628
without CpG-count loss,GSM5652358_Gallbladder-Epithelial-Z00000432,VALID,Pearson,0.7884910015492519
without CpG-count loss,GSM5652358_Gallbladder-Epithelial-Z00000432,VALID,Spearman,0.607500397175251
without CpG-count loss,GSM5652358_Gallbladder-Epithelial-Z00000432,VALID,AUC,0.9133049616045577
without CpG-count loss,GSM5652358_Gallbladder-Epithelial-Z00000432,VALID,Accuracy,0.9010518359891667
without CpG-count loss,GSM5652358_Gallbladder-Epithelial-Z00000432,VALID,MAE,0.1337126163954848
without CpG-count loss,GSM5652359_Gastric-fundus-Epithelial-Z000000RX,VALID,Pearson,0.7880412691186434
without CpG-count loss,GSM5652359_Gastric-fundus-Epithelial-Z000000RX,VALID,Spearman,0.7024125864527174
without CpG-count loss,GSM5652359_Gastric-fundus-Epithelial-Z000000RX,VALID,AUC,0.9082836531353246
without CpG-count loss,GSM5652359_Gastric-fundus-Epithelial-Z000000RX,VALID,Accuracy,0.8822507375700849
without CpG-count loss,GSM5652359_Gastric-fundus-Epithelial-Z000000RX,VALID,MAE,0.1341566691993617
without CpG-count loss,GSM5652370_Colon-Right-Epithelial-Z000000V0,VALID,Pearson,0.7818590311819523
without CpG-count loss,GSM5652370_Colon-Right-Epithelial-Z000000V0,VALID,Spearman,0.6456487015693252
without CpG-count loss,GSM5652370_Colon-Right-Epithelial-Z000000V0,VALID,AUC,0.9104751991198513
without CpG-count loss,GSM5652370_Colon-Right-Epithelial-Z000000V0,VALID,Accuracy,0.8974478037277973
without CpG-count loss,GSM5652370_Colon-Right-Epithelial-Z000000V0,VALID,MAE,0.132036207564138
without CpG-count loss,GSM5652378_Small-int-Epithelial-Z0000042V,VALID,Pearson,0.7671089218940852
without CpG-count loss,GSM5652378_Small-int-Epithelial-Z0000042V,VALID,Spearman,0.6379058766643076
without CpG-count loss,GSM5652378_Small-int-Epithelial-Z0000042V,VALID,AUC,0.9065434006217054
without CpG-count loss,GSM5652378_Small-int-Epithelial-Z0000042V,VALID,Accuracy,0.8871975300576953
without CpG-count loss,GSM5652378_Small-int-Epithelial-Z0000042V,VALID,MAE,0.1383967366205817
without CpG-count loss,GSM5652176_Adipocytes-Z000000T7,TEST,Pearson,0.815529723041189
without CpG-count loss,GSM5652176_Adipocytes-Z000000T7,TEST,Spearman,0.704533125112928
without CpG-count loss,GSM5652176_Adipocytes-Z000000T7,TEST,AUC,0.9123688304363509
without CpG-count loss,GSM5652176_Adipocytes-Z000000T7,TEST,Accuracy,0.9037734456422485
without CpG-count loss,GSM5652176_Adipocytes-Z000000T7,TEST,MAE,0.1163427679635276
without CpG-count loss,GSM5652179_Aorta-Endothel-Z00000422,TEST,Pearson,0.7805532101682545
without CpG-count loss,GSM5652179_Aorta-Endothel-Z00000422,TEST,Spearman,0.6925522451387081
without CpG-count loss,GSM5652179_Aorta-Endothel-Z00000422,TEST,AUC,0.9012302637005919
without CpG-count loss,GSM5652179_Aorta-Endothel-Z00000422,TEST,Accuracy,0.8722042681968813
without CpG-count loss,GSM5652179_Aorta-Endothel-Z00000422,TEST,MAE,0.1354938182013486
without CpG-count loss,GSM5652189_Kidney-Tubular-Endothel-Z0000042R,TEST,Pearson,0.7966540556695658
without CpG-count loss,GSM5652189_Kidney-Tubular-Endothel-Z0000042R,TEST,Spearman,0.6304261514775932
without CpG-count loss,GSM5652189_Kidney-Tubular-Endothel-Z0000042R,TEST,AUC,0.9112384318719943
without CpG-count loss,GSM5652189_Kidney-Tubular-Endothel-Z0000042R,TEST,Accuracy,0.911962284722082
without CpG-count loss,GSM5652189_Kidney-Tubular-Endothel-Z0000042R,TEST,MAE,0.1214232552805419
without CpG-count loss,GSM5652198_Colon-Fibroblasts-Z0000042A,TEST,Pearson,0.8117526758573792
without CpG-count loss,GSM5652198_Colon-Fibroblasts-Z0000042A,TEST,Spearman,0.7003058396620652
without CpG-count loss,GSM5652198_Colon-Fibroblasts-Z0000042A,TEST,AUC,0.9091106237379944
without CpG-count loss,GSM5652198_Colon-Fibroblasts-Z0000042A,TEST,Accuracy,0.9018382367727794
without CpG-count loss,GSM5652198_Colon-Fibroblasts-Z0000042A,TEST,MAE,0.1138832968146403
without CpG-count loss,GSM5652200_Heart-Fibroblasts-Z0000043R,TEST,Pearson,0.717892850457388
without CpG-count loss,GSM5652200_Heart-Fibroblasts-Z0000043R,TEST,Spearman,0.6859791345112792
without CpG-count loss,GSM5652200_Heart-Fibroblasts-Z0000043R,TEST,AUC,0.857831367828217
without CpG-count loss,GSM5652200_Heart-Fibroblasts-Z0000043R,TEST,Accuracy,0.7709796486325716
without CpG-count loss,GSM5652200_Heart-Fibroblasts-Z0000043R,TEST,MAE,0.1776128866958442
without CpG-count loss,GSM5652204_Dermal-Fibroblasts-Z00000423,TEST,Pearson,0.781669126116227
without CpG-count loss,GSM5652204_Dermal-Fibroblasts-Z00000423,TEST,Spearman,0.6910638520039405
without CpG-count loss,GSM5652204_Dermal-Fibroblasts-Z00000423,TEST,AUC,0.8974584427639057
without CpG-count loss,GSM5652204_Dermal-Fibroblasts-Z00000423,TEST,Accuracy,0.8754304706748023
without CpG-count loss,GSM5652204_Dermal-Fibroblasts-Z00000423,TEST,MAE,0.1315194490971191
without CpG-count loss,GSM5652205_Skeletal-Muscle-Z00000427,TEST,Pearson,0.7986365181062145
without CpG-count loss,GSM5652205_Skeletal-Muscle-Z00000427,TEST,Spearman,0.6807181241450373
without CpG-count loss,GSM5652205_Skeletal-Muscle-Z00000427,TEST,AUC,0.9010692786335287
without CpG-count loss,GSM5652205_Skeletal-Muscle-Z00000427,TEST,Accuracy,0.8962135618855558
without CpG-count loss,GSM5652205_Skeletal-Muscle-Z00000427,TEST,MAE,0.1248879709457895
without CpG-count loss,GSM5652207_Aorta-Smooth-Muscle-Z0000041U,TEST,Pearson,0.7552357652829741
without CpG-count loss,GSM5652207_Aorta-Smooth-Muscle-Z0000041U,TEST,Spearman,0.7096416721364013
without CpG-count loss,GSM5652207_Aorta-Smooth-Muscle-Z0000041U,TEST,AUC,0.8752168640733021
without CpG-count loss,GSM5652207_Aorta-Smooth-Muscle-Z0000041U,TEST,Accuracy,0.8008837002639388
without CpG-count loss,GSM5652207_Aorta-Smooth-Muscle-Z0000041U,TEST,MAE,0.1478348851994265
without CpG-count loss,GSM5652215_Heart-Cardiomyocyte-Z0000044P,TEST,Pearson,0.7028127003486317
without CpG-count loss,GSM5652215_Heart-Cardiomyocyte-Z0000044P,TEST,Spearman,0.5126303317711116
without CpG-count loss,GSM5652215_Heart-Cardiomyocyte-Z0000044P,TEST,AUC,0.8670173922158569
without CpG-count loss,GSM5652215_Heart-Cardiomyocyte-Z0000044P,TEST,Accuracy,0.8781017237798031
without CpG-count loss,GSM5652215_Heart-Cardiomyocyte-Z0000044P,TEST,MAE,0.181689949506725
without CpG-count loss,GSM5652218_Bone-Osteoblasts-Z0000042Z,TEST,Pearson,0.7631039751550881
without CpG-count loss,GSM5652218_Bone-Osteoblasts-Z0000042Z,TEST,Spearman,0.7213651611857322
without CpG-count loss,GSM5652218_Bone-Osteoblasts-Z0000042Z,TEST,AUC,0.884745249326625
without CpG-count loss,GSM5652218_Bone-Osteoblasts-Z0000042Z,TEST,Accuracy,0.8210418037785763
without CpG-count loss,GSM5652218_Bone-Osteoblasts-Z0000042Z,TEST,MAE,0.1523818470764014
without CpG-count loss,GSM5652219_Oligodendrocytes-Z000000TK,TEST,Pearson,0.796742676071815
without CpG-count loss,GSM5652219_Oligodendrocytes-Z000000TK,TEST,Spearman,0.5710453319736221
without CpG-count loss,GSM5652219_Oligodendrocytes-Z000000TK,TEST,AUC,0.9148798483166032
without CpG-count loss,GSM5652219_Oligodendrocytes-Z000000TK,TEST,Accuracy,0.9182540277257399
without CpG-count loss,GSM5652219_Oligodendrocytes-Z000000TK,TEST,MAE,0.1233473806578756
without CpG-count loss,GSM5652223_Cortex-Neuron-Z000000TF,TEST,Pearson,0.8214409446719951
without CpG-count loss,GSM5652223_Cortex-Neuron-Z000000TF,TEST,Spearman,0.6020670390265513
without CpG-count loss,GSM5652223_Cortex-Neuron-Z000000TF,TEST,AUC,0.9191075096259204
without CpG-count loss,GSM5652223_Cortex-Neuron-Z000000TF,TEST,Accuracy,0.9385197882400066
without CpG-count loss,GSM5652223_Cortex-Neuron-Z000000TF,TEST,MAE,0.1054202782368834
without CpG-count loss,GSM5652233_Liver-Hepatocytes-Z000000R3,TEST,Pearson,0.7791191719042884
without CpG-count loss,GSM5652233_Liver-Hepatocytes-Z000000R3,TEST,Spearman,0.6537196687322187
without CpG-count loss,GSM5652233_Liver-Hepatocytes-Z000000R3,TEST,AUC,0.9024642306318902
without CpG-count loss,GSM5652233_Liver-Hepatocytes-Z000000R3,TEST,Accuracy,0.8932018576640335
without CpG-count loss,GSM5652233_Liver-Hepatocytes-Z000000R3,TEST,MAE,0.1303274831321807
without CpG-count loss,GSM5652239_Pancreas-Duct-Z0000043T,TEST,Pearson,0.7839539698862635
without CpG-count loss,GSM5652239_Pancreas-Duct-Z0000043T,TEST,Spearman,0.5970360294681554
without CpG-count loss,GSM5652239_Pancreas-Duct-Z0000043T,TEST,AUC,0.9090979292557269
without CpG-count loss,GSM5652239_Pancreas-Duct-Z0000043T,TEST,Accuracy,0.9097508563896153
without CpG-count loss,GSM5652239_Pancreas-Duct-Z0000043T,TEST,MAE,0.124794147529732
without CpG-count loss,GSM5652243_Pancreas-Acinar-Z000000QX,TEST,Pearson,0.7550769579933176
without CpG-count loss,GSM5652243_Pancreas-Acinar-Z000000QX,TEST,Spearman,0.6897404856709742
without CpG-count loss,GSM5652243_Pancreas-Acinar-Z000000QX,TEST,AUC,0.886080530167395
without CpG-count loss,GSM5652243_Pancreas-Acinar-Z000000QX,TEST,Accuracy,0.8353576348288511
without CpG-count loss,GSM5652243_Pancreas-Acinar-Z000000QX,TEST,MAE,0.1554016931119408
without CpG-count loss,GSM5652247_Pancreas-Delta-Z00000451,TEST,Pearson,0.7750230000760151
without CpG-count loss,GSM5652247_Pancreas-Delta-Z00000451,TEST,Spearman,0.6044170997599071
without CpG-count loss,GSM5652247_Pancreas-Delta-Z00000451,TEST,AUC,0.9052518497897725
without CpG-count loss,GSM5652247_Pancreas-Delta-Z00000451,TEST,Accuracy,0.9016771227048976
without CpG-count loss,GSM5652247_Pancreas-Delta-Z00000451,TEST,MAE,0.1341080539061848
without CpG-count loss,GSM5652250_Pancreas-Beta-Z00000452,TEST,Pearson,0.7738448639241482
without CpG-count loss,GSM5652250_Pancreas-Beta-Z00000452,TEST,Spearman,0.5971127464062038
without CpG-count loss,GSM5652250_Pancreas-Beta-Z00000452,TEST,AUC,0.9050856869603496
without CpG-count loss,GSM5652250_Pancreas-Beta-Z00000452,TEST,Accuracy,0.9069996538080709
without CpG-count loss,GSM5652250_Pancreas-Beta-Z00000452,TEST,MAE,0.1315051819212174
without CpG-count loss,GSM5652253_Pancreas-Alpha-Z00000453,TEST,Pearson,0.7754358289747857
without CpG-count loss,GSM5652253_Pancreas-Alpha-Z00000453,TEST,Spearman,0.6282061317652278
without CpG-count loss,GSM5652253_Pancreas-Alpha-Z00000453,TEST,AUC,0.9042906024544567
without CpG-count loss,GSM5652253_Pancreas-Alpha-Z00000453,TEST,Accuracy,0.9039782992345073
without CpG-count loss,GSM5652253_Pancreas-Alpha-Z00000453,TEST,MAE,0.1313413716835143
without CpG-count loss,GSM5652264_Thyroid-Epithelial-Z0000042S,TEST,Pearson,0.7876368045684404
without CpG-count loss,GSM5652264_Thyroid-Epithelial-Z0000042S,TEST,Spearman,0.5908470053382896
without CpG-count loss,GSM5652264_Thyroid-Epithelial-Z0000042S,TEST,AUC,0.9088685882390811
without CpG-count loss,GSM5652264_Thyroid-Epithelial-Z0000042S,TEST,Accuracy,0.915966843989576
without CpG-count loss,GSM5652264_Thyroid-Epithelial-Z0000042S,TEST,MAE,0.1256312846068595
without CpG-count loss,GSM5652267_Fallopian-Epithelial-Z000000Q7,TEST,Pearson,0.785951137298635
without CpG-count loss,GSM5652267_Fallopian-Epithelial-Z000000Q7,TEST,Spearman,0.6124649819490778
without CpG-count loss,GSM5652267_Fallopian-Epithelial-Z000000Q7,TEST,AUC,0.9114195161062759
without CpG-count loss,GSM5652267_Fallopian-Epithelial-Z000000Q7,TEST,Accuracy,0.897435448848735
without CpG-count loss,GSM5652267_Fallopian-Epithelial-Z000000Q7,TEST,MAE,0.1345196498218274
without CpG-count loss,GSM5652270_Ovary-Epithelial-Z000000QT,TEST,Pearson,0.723391255776116
without CpG-count loss,GSM5652270_Ovary-Epithelial-Z000000QT,TEST,Spearman,0.5952330622079155
without CpG-count loss,GSM5652270_Ovary-Epithelial-Z000000QT,TEST,AUC,0.8787351758794038
without CpG-count loss,GSM5652270_Ovary-Epithelial-Z000000QT,TEST,Accuracy,0.8478765636139737
without CpG-count loss,GSM5652270_Ovary-Epithelial-Z000000QT,TEST,MAE,0.1705399540844957
without CpG-count loss,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF,TEST,Pearson,0.7781115627168566
without CpG-count loss,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF,TEST,Spearman,0.731759056479529
without CpG-count loss,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF,TEST,AUC,0.878570047459252
without CpG-count loss,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF,TEST,Accuracy,0.8036219294842601
without CpG-count loss,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF,TEST,MAE,0.1139099222487658
without CpG-count loss,GSM5652277_Blood-T-CD3-Z000000TV,TEST,Pearson,0.8018251664604155
without CpG-count loss,GSM5652277_Blood-T-CD3-Z000000TV,TEST,Spearman,0.6936722612996532
without CpG-count loss,GSM5652277_Blood-T-CD3-Z000000TV,TEST,AUC,0.9093777970152042
without CpG-count loss,GSM5652277_Blood-T-CD3-Z000000TV,TEST,Accuracy,0.9133532175867264
without CpG-count loss,GSM5652277_Blood-T-CD3-Z000000TV,TEST,MAE,0.1132778131312113
without CpG-count loss,GSM5652299_Blood-NK-Z000000TM,TEST,Pearson,0.8049028460210539
without CpG-count loss,GSM5652299_Blood-NK-Z000000TM,TEST,Spearman,0.5878719630253875
without CpG-count loss,GSM5652299_Blood-NK-Z000000TM,TEST,AUC,0.9114264822919889
without CpG-count loss,GSM5652299_Blood-NK-Z000000TM,TEST,Accuracy,0.9334428284713141
without CpG-count loss,GSM5652299_Blood-NK-Z000000TM,TEST,MAE,0.1075195249467159
without CpG-count loss,GSM5652302_Blood-Monocytes-Z000000TP,TEST,Pearson,0.7993620268846113
without CpG-count loss,GSM5652302_Blood-Monocytes-Z000000TP,TEST,Spearman,0.568128663562694
without CpG-count loss,GSM5652302_Blood-Monocytes-Z000000TP,TEST,AUC,0.9150567678522235
without CpG-count loss,GSM5652302_Blood-Monocytes-Z000000TP,TEST,Accuracy,0.9295178074812895
without CpG-count loss,GSM5652302_Blood-Monocytes-Z000000TP,TEST,MAE,0.1159422926832763
without CpG-count loss,GSM5652313_Blood-Granulocytes-Z000000TZ,TEST,Pearson,0.8015618170792493
without CpG-count loss,GSM5652313_Blood-Granulocytes-Z000000TZ,TEST,Spearman,0.6134283730576813
without CpG-count loss,GSM5652313_Blood-Granulocytes-Z000000TZ,TEST,AUC,0.9150078113724329
without CpG-count loss,GSM5652313_Blood-Granulocytes-Z000000TZ,TEST,Accuracy,0.9275758888224664
without CpG-count loss,GSM5652313_Blood-Granulocytes-Z000000TZ,TEST,MAE,0.1133980956076218
without CpG-count loss,GSM5652317_Blood-B-Z000000UB,TEST,Pearson,0.7910697316859656
without CpG-count loss,GSM5652317_Blood-B-Z000000UB,TEST,Spearman,0.6337453208622313
without CpG-count loss,GSM5652317_Blood-B-Z000000UB,TEST,AUC,0.906167192509701
without CpG-count loss,GSM5652317_Blood-B-Z000000UB,TEST,Accuracy,0.9189012626495394
without CpG-count loss,GSM5652317_Blood-B-Z000000UB,TEST,MAE,0.1185657855208416
without CpG-count loss,GSM5652321_Epidermal-Keratinocytes-Z00000424,TEST,Pearson,0.7896083918168242
without CpG-count loss,GSM5652321_Epidermal-Keratinocytes-Z00000424,TEST,Spearman,0.6633553122247489
without CpG-count loss,GSM5652321_Epidermal-Keratinocytes-Z00000424,TEST,AUC,0.9091820624638466
without CpG-count loss,GSM5652321_Epidermal-Keratinocytes-Z00000424,TEST,Accuracy,0.8925339225305521
without CpG-count loss,GSM5652321_Epidermal-Keratinocytes-Z00000424,TEST,MAE,0.128674382455798
without CpG-count loss,GSM5652322_Tonsil-Palatine-Epithelial-Z000000QF,TEST,Pearson,0.7807012009180314
without CpG-count loss,GSM5652322_Tonsil-Palatine-Epithelial-Z000000QF,TEST,Spearman,0.7049634330264183
without CpG-count loss,GSM5652322_Tonsil-Palatine-Epithelial-Z000000QF,TEST,AUC,0.9025335774893999
without CpG-count loss,GSM5652322_Tonsil-Palatine-Epithelial-Z000000QF,TEST,Accuracy,0.8595941669862117
without CpG-count loss,GSM5652322_Tonsil-Palatine-Epithelial-Z000000QF,TEST,MAE,0.1463068073212318
without CpG-count loss,GSM5652335_Lung-Bronchus-Epithelial-Z000000QD,TEST,Pearson,0.7919754624456538
without CpG-count loss,GSM5652335_Lung-Bronchus-Epithelial-Z000000QD,TEST,Spearman,0.6506426683178003
without CpG-count loss,GSM5652335_Lung-Bronchus-Epithelial-Z000000QD,TEST,AUC,0.9122134337830708
without CpG-count loss,GSM5652335_Lung-Bronchus-Epithelial-Z000000QD,TEST,Accuracy,0.8933718890953897
without CpG-count loss,GSM5652335_Lung-Bronchus-Epithelial-Z000000QD,TEST,MAE,0.1347251415060169
without CpG-count loss,GSM5652338_Prostate-Epithelial-Z000000RV,TEST,Pearson,0.8030383997997124
without CpG-count loss,GSM5652338_Prostate-Epithelial-Z000000RV,TEST,Spearman,0.6615915803482063
without CpG-count loss,GSM5652338_Prostate-Epithelial-Z000000RV,TEST,AUC,0.9158329934788731
without CpG-count loss,GSM5652338_Prostate-Epithelial-Z000000RV,TEST,Accuracy,0.9036147438830399
without CpG-count loss,GSM5652338_Prostate-Epithelial-Z000000RV,TEST,MAE,0.1233187926425618
without CpG-count loss,GSM5652342_Bladder-Epithelial-Z000000QM,TEST,Pearson,0.7787311087976921
without CpG-count loss,GSM5652342_Bladder-Epithelial-Z000000QM,TEST,Spearman,0.6876337622745912
without CpG-count loss,GSM5652342_Bladder-Epithelial-Z000000QM,TEST,AUC,0.9059455313306995
without CpG-count loss,GSM5652342_Bladder-Epithelial-Z000000QM,TEST,Accuracy,0.877208779338626
without CpG-count loss,GSM5652342_Bladder-Epithelial-Z000000QM,TEST,MAE,0.1410866460114243
without CpG-count loss,GSM5652347_Breast-Luminal-Epithelial-Z000000V2,TEST,Pearson,0.7997773527398289
without CpG-count loss,GSM5652347_Breast-Luminal-Epithelial-Z000000V2,TEST,Spearman,0.6285630246505738
without CpG-count loss,GSM5652347_Breast-Luminal-Epithelial-Z000000V2,TEST,AUC,0.9153468051891297
without CpG-count loss,GSM5652347_Breast-Luminal-Epithelial-Z000000V2,TEST,Accuracy,0.9112085050026467
without CpG-count loss,GSM5652347_Breast-Luminal-Epithelial-Z000000V2,TEST,MAE,0.122377972919319
without CpG-count loss,GSM5652350_Breast-Basal-Epithelial-Z000000V6,TEST,Pearson,0.7827774377341373
without CpG-count loss,GSM5652350_Breast-Basal-Epithelial-Z000000V6,TEST,Spearman,0.5747837573792988
without CpG-count loss,GSM5652350_Breast-Basal-Epithelial-Z000000V6,TEST,AUC,0.9117558999819959
without CpG-count loss,GSM5652350_Breast-Basal-Epithelial-Z000000V6,TEST,Accuracy,0.9102866543760438
without CpG-count loss,GSM5652350_Breast-Basal-Epithelial-Z000000V6,TEST,MAE,0.1282658347684516
without CpG-count loss,GSM5652354_Lung-Alveolar-Epithelial-Z000000T1,TEST,Pearson,0.8044348089861444
without CpG-count loss,GSM5652354_Lung-Alveolar-Epithelial-Z000000T1,TEST,Spearman,0.6759424727053798
without CpG-count loss,GSM5652354_Lung-Alveolar-Epithelial-Z000000T1,TEST,AUC,0.9156239825589326
without CpG-count loss,GSM5652354_Lung-Alveolar-Epithelial-Z000000T1,TEST,Accuracy,0.9002498109560406
without CpG-count loss,GSM5652354_Lung-Alveolar-Epithelial-Z000000T1,TEST,MAE,0.1242101896337773
without CpG-count loss,GSM5652358_Gallbladder-Epithelial-Z00000432,TEST,Pearson,0.7872682836647499
without CpG-count loss,GSM5652358_Gallbladder-Epithelial-Z00000432,TEST,Spearman,0.6148717155821217
without CpG-count loss,GSM5652358_Gallbladder-Epithelial-Z00000432,TEST,AUC,0.9124583206201987
without CpG-count loss,GSM5652358_Gallbladder-Epithelial-Z00000432,TEST,Accuracy,0.9002484383386206
without CpG-count loss,GSM5652358_Gallbladder-Epithelial-Z00000432,TEST,MAE,0.1334547191285314
without CpG-count loss,GSM5652359_Gastric-fundus-Epithelial-Z000000RX,TEST,Pearson,0.7847272544508934
without CpG-count loss,GSM5652359_Gastric-fundus-Epithelial-Z000000RX,TEST,Spearman,0.685528321593843
without CpG-count loss,GSM5652359_Gastric-fundus-Epithelial-Z000000RX,TEST,AUC,0.9069726141203873
without CpG-count loss,GSM5652359_Gastric-fundus-Epithelial-Z000000RX,TEST,Accuracy,0.8803289392216681
without CpG-count loss,GSM5652359_Gastric-fundus-Epithelial-Z000000RX,TEST,MAE,0.1360790662197642
without CpG-count loss,GSM5652370_Colon-Right-Epithelial-Z000000V0,TEST,Pearson,0.7794438967350176
without CpG-count loss,GSM5652370_Colon-Right-Epithelial-Z000000V0,TEST,Spearman,0.6383773642991777
without CpG-count loss,GSM5652370_Colon-Right-Epithelial-Z000000V0,TEST,AUC,0.9085315626982314
without CpG-count loss,GSM5652370_Colon-Right-Epithelial-Z000000V0,TEST,Accuracy,0.8938059382577644
without CpG-count loss,GSM5652370_Colon-Right-Epithelial-Z000000V0,TEST,MAE,0.1338725590980848
without CpG-count loss,GSM5652378_Small-int-Epithelial-Z0000042V,TEST,Pearson,0.769765718525833
without CpG-count loss,GSM5652378_Small-int-Epithelial-Z0000042V,TEST,Spearman,0.6553699086898295
without CpG-count loss,GSM5652378_Small-int-Epithelial-Z0000042V,TEST,AUC,0.906266459862036
without CpG-count loss,GSM5652378_Small-int-Epithelial-Z0000042V,TEST,Accuracy,0.8837533259092968
without CpG-count loss,GSM5652378_Small-int-Epithelial-Z0000042V,TEST,MAE,0.1385275832710079
