model,fpr,tpr
Melody-MT,5.129138894516694e-06,0.000618561591107
Melody-MT,5.129138894516694e-06,0.0006381119833648
Melody-MT,5.129138894516694e-06,0.0006528549021166
Melody-MT,5.129138894516694e-06,0.0006756102767117
Melody-MT,5.129138894516694e-06,0.0006970836583719
Melody-MT,5.129138894516694e-06,0.000719839032967
Melody-MT,5.129138894516694e-06,0.0007352229481863
Melody-MT,6.411423618145868e-06,0.0007544528422103
Melody-MT,6.411423618145868e-06,0.0007746442309356
Melody-MT,6.411423618145868e-06,0.0007925921320247
Melody-MT,6.411423618145868e-06,0.0008102195348801
Melody-MT,6.411423618145868e-06,0.000827205941268
Melody-MT,6.411423618145868e-06,0.0008454743405909
Melody-MT,7.69370834177504e-06,0.0008627812452125
Melody-MT,7.69370834177504e-06,0.0008855366198076
Melody-MT,7.69370834177504e-06,0.0009002795385594
Melody-MT,7.69370834177504e-06,0.0009233554113883
Melody-MT,7.69370834177504e-06,0.0009438672983473
Melody-MT,7.69370834177504e-06,0.0009627766941376
Melody-MT,7.69370834177504e-06,0.0009877755563689
Melody-MT,7.69370834177504e-06,0.0010076464468604
Melody-MT,7.69370834177504e-06,0.0010316838143904
Melody-MT,7.69370834177504e-06,0.0010518752031157
Melody-MT,1.025827778903339e-05,0.0010832840300217
Melody-MT,1.025827778903339e-05,0.0011121288710577
Melody-MT,1.025827778903339e-05,0.0011400122173926
Melody-MT,1.025827778903339e-05,0.0011666135707926
Melody-MT,1.282284723629174e-05,0.00119385592066
Melody-MT,1.282284723629174e-05,0.0012204572740599
Melody-MT,1.410513195992091e-05,0.0012451356380574
Melody-MT,1.410513195992091e-05,0.0012733394826261
Melody-MT,1.538741668355008e-05,0.001304748309532
Melody-MT,1.666970140717925e-05,0.001334875143503
Melody-MT,1.795198613080843e-05,0.0013630789880716
Melody-MT,2.051655557806678e-05,0.0014041027619896
Melody-MT,2.051655557806678e-05,0.001432627104792
Melody-MT,2.051655557806678e-05,0.001467561412269
Melody-MT,2.051655557806678e-05,0.0015108286738231
Melody-MT,2.051655557806678e-05,0.0015422375007291
Melody-MT,2.051655557806678e-05,0.0015733258294013
Melody-MT,2.179884030169595e-05,0.0016153110980205
Melody-MT,2.179884030169595e-05,0.0016486429143288
Melody-MT,2.179884030169595e-05,0.0016816542324035
Melody-MT,2.179884030169595e-05,0.001715947543413
