model,fpr,tpr
Melody-MT,0.0304645204639819,0.4867881013107736
Melody-MT,0.0305004244362435,0.4870239880108021
Melody-MT,0.0305247878459924,0.4872698101560762
Melody-MT,0.0305529981099123,0.4875505666088274
Melody-MT,0.0305863375127266,0.4877915812805956
Melody-MT,0.0306107009224756,0.4880300319664938
Melody-MT,0.0306414757558427,0.4883127114086474
Melody-MT,0.0306607100266971,0.4885665460097649
Melody-MT,0.0306850734364461,0.4888277520702583
Melody-MT,0.030709436846195,0.4891011370636336
Melody-MT,0.030744058533733,0.4893344597777921
Melody-MT,0.030768421943482,0.4895876533824422
Melody-MT,0.0308004790615727,0.4898639228599211
Melody-MT,0.0308286893254925,0.4901033350405206
Melody-MT,0.0308594641588596,0.4903424267228863
Melody-MT,0.0308915212769504,0.4906151707197941
Melody-MT,0.0309120378325284,0.4908638773491719
Melody-MT,0.0309428126658955,0.4911119429820822
Melody-MT,0.0309812812076044,0.491375072031978
Melody-MT,0.0310030800479061,0.4916183301913823
Melody-MT,0.0310402663048914,0.4918724852907336
Melody-MT,0.0310710411382585,0.4921542032381859
Melody-MT,0.0311018159716256,0.4923968204011227
Melody-MT,0.0311338730897163,0.4926362325817222
Melody-MT,0.0311620833536361,0.492919873518577
Melody-MT,0.0311941404717269,0.4931628111797476
Melody-MT,0.0312185038814758,0.4934054283426844
Melody-MT,0.0312595369926319,0.4936666344031778
Melody-MT,0.0313018523885117,0.4939127770466857
Melody-MT,0.0313300626524315,0.4941553942096225
Melody-MT,0.0313685311941404,0.4944313431888676
Melody-MT,0.0314095643052966,0.4946694733765322
Melody-MT,0.0314377745692164,0.4949159365182738
Melody-MT,0.0314788076803725,0.4951896420098828
Melody-MT,0.0315172762220814,0.495446361095104
Melody-MT,0.0315390750623831,0.4956864142721709
Melody-MT,0.0315762613193684,0.4959569147814426
Melody-MT,0.0316044715832882,0.496183186534459
Melody-MT,0.0316301172777608,0.4964318931638368
Melody-MT,0.0316711503889169,0.4967341229982481
Melody-MT,0.0316993606528368,0.4969777016558862
Melody-MT,0.0317301354862038,0.4972161523417844
Melody-MT,0.0317686040279127,0.4974898578333935
Melody-MT,0.0317980965765562,0.4977452949256796
Melody-MT,0.0318429765418832,0.4979936810568237
Melody-MT,0.0318942679308284,0.4982455926685388
Melody-MT,0.0319378656114318,0.498486607340307
Melody-MT,0.0319686404447989,0.4987224940403353
Melody-MT,0.0320083912712314,0.4989769696379203
Melody-MT,0.0320378838198749,0.4992224712849607
Melody-MT,0.0320648117990711,0.4994654089461313
Melody-MT,0.0321058449102272,0.4997419989218439
Melody-MT,0.0321391843130416,0.4999971155158964
Melody-MT,0.0321725237158559,0.5002413351700019
Melody-MT,0.0322109922575648,0.5004922852870158
Melody-MT,0.0322456139451028,0.5007307359729141
Melody-MT,0.0322776710631935,0.5009884165528363
Melody-MT,0.0323058813271134,0.5012589170621081
Melody-MT,0.0323405030146513,0.5015008932285774
Melody-MT,0.0323725601327421,0.5017322929533335
Melody-MT,0.0324097463897273,0.5020002294767354
Melody-MT,0.0324392389383708,0.5022373981696987
Melody-MT,0.0324636023481197,0.5024623879297802
Melody-MT,0.0324995063203814,0.5027271194708446
Melody-MT,0.0325315634384721,0.5029495452450562
Melody-MT,0.0325623382718392,0.5031819064645134
Melody-MT,0.0326033713829953,0.5034725983625105
Melody-MT,0.0326379930705333,0.5037072030696039
Melody-MT,0.0326687679039004,0.5039418077766974
Melody-MT,0.0326931313136494,0.5042055778230606
Melody-MT,0.0327251884317401,0.504441464523089
Melody-MT,0.0327623746887253,0.5046895301559993
Melody-MT,0.0327957140915397,0.5049581076758686
Melody-MT,0.0328252066401832,0.5051965583617669
Melody-MT,0.0328508523346557,0.5054282785847567
Melody-MT,0.032877780313852,0.5056974971010935
Melody-MT,0.03291240200139,0.5059381912746279
Melody-MT,0.0329393299805862,0.5061885003951743
Melody-MT,0.0329713870986769,0.5064570779150436
Melody-MT,0.0330008796473204,0.5066830291698262
Melody-MT,0.0330431950432001,0.506911223912245
Melody-MT,0.0330765344460145,0.5071701864851023
Melody-MT,0.0331137207029997,0.5073922917610801
Melody-MT,0.0331547538141559,0.5076326654363807
Melody-MT,0.0332073274878247,0.507882013062226
Melody-MT,0.0332393846059154,0.508117258765787
Melody-MT,0.0332829822865188,0.5083531454658153
Melody-MT,0.0333047811268205,0.5086089030563352
Melody-MT,0.0333342736754639,0.5088476742404673
Melody-MT,0.0333573548004893,0.5090659335376403
Melody-MT,0.0333817182102382,0.5093338700610421
Melody-MT,0.0334163398977762,0.5095646287893307
Melody-MT,0.0334458324464197,0.5098008359875928
Melody-MT,0.0334843009881286,0.5100742209809682
Melody-MT,0.033513793536772,0.510312030670399
Melody-MT,0.0335304632381792,0.5105418279039864
Melody-MT,0.0335663672104408,0.5108107259220894
Melody-MT,0.033593295189637,0.5110408436539107
Melody-MT,0.0336240700230041,0.5112584619546162
Melody-MT,0.0336574094258185,0.5115350519303288
Melody-MT,0.0336856196897383,0.5117776690932656
Melody-MT,0.0337163945231054,0.5120186837650338
Melody-MT,0.0337471693564725,0.5122818128149296
Melody-MT,0.0337830733287342,0.5125077640697122
Melody-MT,0.0338164127315485,0.5127433302715069
Melody-MT,0.0338471875649156,0.5130308171871665
Melody-MT,0.0338843738219009,0.5132782418236093
Melody-MT,0.0339177132247152,0.5135032315836907
Melody-MT,0.0339446412039114,0.5137820650470395
Melody-MT,0.0339856743150676,0.5140083368000559
Melody-MT,0.0340254251415001,0.5142378135354096
Melody-MT,0.0340626113984853,0.5144704952531006
Melody-MT,0.0341010799401942,0.514693241525546
Melody-MT,0.0341395484819031,0.5149166287944588
Melody-MT,0.0341716055999938,0.5151695019008751
Melody-MT,0.0341908398708482,0.515404747604436
Melody-MT,0.0342241792736626,0.5156310193574524
Melody-MT,0.0342472603986879,0.5158479966616903
Melody-MT,0.0342818820862259,0.5161024722592754
Melody-MT,0.0343241974821057,0.5163389999557713
Melody-MT,0.0343536900307491,0.5165790531328381
Melody-MT,0.0343729243016036,0.5168386567021629
Melody-MT,0.0344062637044179,0.5170742229039575
Melody-MT,0.034426780259996,0.517295687183468
Melody-MT,0.0344601196628104,0.5175492012863517
Melody-MT,0.0344844830725593,0.5177818830040428
Melody-MT,0.0345139756212028,0.5180145647217338
Melody-MT,0.0345473150240171,0.5182584638776055
Melody-MT,0.0345806544268315,0.5184917865917641
Melody-MT,0.034610146975475,0.5187318397688311
Melody-MT,0.0346422040935657,0.5189981738010642
Melody-MT,0.0346729789269328,0.5192266890417166
Melody-MT,0.034699906906129,0.5194519993000318
Melody-MT,0.0347383754478379,0.5197170513393301
Melody-MT,0.0347742794200995,0.5199381951206067
Melody-MT,0.0348076188229139,0.5201795302906086
Melody-MT,0.0348345468021101,0.5204420183440369
Melody-MT,0.0348717330590953,0.5206631621253135
Melody-MT,0.0349102016008042,0.5209032153023805
Melody-MT,0.0349486701425131,0.5211480759529534
Melody-MT,0.0349794449758802,0.5213903726176565
Melody-MT,0.0350204780870363,0.5215999784625187
Melody-MT,0.0350512529204034,0.5218602230283109
Melody-MT,0.0350884391773887,0.5220938662407032
Melody-MT,0.0351320368579921,0.522330393937199
Melody-MT,0.0351589648371883,0.5225880745171213
Melody-MT,0.0351935865247262,0.5228217177295136
Melody-MT,0.0352346196358824,0.5230585659242432
Melody-MT,0.0352769350317621,0.5233140030165294
Melody-MT,0.0353102744345765,0.523544761744818
Melody-MT,0.0353410492679436,0.5237659055260947
Melody-MT,0.0353756709554816,0.5240117276713688
Melody-MT,0.0354090103582959,0.5242402429120213
Melody-MT,0.0354346560527685,0.5244706811420762
Melody-MT,0.0354756891639247,0.5247235542484925
Melody-MT,0.0355026171431209,0.5249501464997426
Melody-MT,0.035533391976488,0.5251757772562915
Melody-MT,0.0355731428029205,0.5254289708609415
Melody-MT,0.0356103290599057,0.525653960621023
Melody-MT,0.0356359747543783,0.525859079490613
Melody-MT,0.0356718787266399,0.526125413522846
Melody-MT,0.0356988067058361,0.5263302118942023
Melody-MT,0.0357257346850324,0.5265619321171922
Melody-MT,0.0357680500809121,0.526818971700647
Melody-MT,0.0358013894837265,0.5270228085773019
Melody-MT,0.035841140310159,0.5272455548497472
Melody-MT,0.035875761997697,0.5274968254649949
Melody-MT,0.0359039722616168,0.5277317506703221
Melody-MT,0.0359373116644312,0.527947766479859
Melody-MT,0.0359732156366928,0.5281862171657572
Melody-MT,0.0360052727547835,0.5284269113392916
Melody-MT,0.0360398944423215,0.5286387606717899
Melody-MT,0.0360732338451359,0.5288849033152978
Melody-MT,0.0361027263937793,0.5291018806195359
Melody-MT,0.0361309366576992,0.5293300753619546
Melody-MT,0.0361796634771971,0.5295810254789686
Melody-MT,0.0362104383105642,0.5297938363061682
Melody-MT,0.0362412131439313,0.530018185069782
Melody-MT,0.0362745525467456,0.530258238246849
Melody-MT,0.0363066096648364,0.5304761770457883
Melody-MT,0.0363245616509672,0.530715268728154
Melody-MT,0.0363566187690579,0.5309844872444908
Melody-MT,0.0364014987343849,0.5311972980716904
Melody-MT,0.0364438141302647,0.5314293387929139
Melody-MT,0.0364810003872499,0.5316751609381881
Melody-MT,0.0365194689289588,0.5318934202353611
Melody-MT,0.0365322917761951,0.5321011030908208
Melody-MT,0.0365797363109694,0.5323530147025359
Melody-MT,0.036605382005442,0.5325767224696825
Melody-MT,0.0366451328318745,0.5327940202721543
Melody-MT,0.0366797545194125,0.533028304481014
Melody-MT,0.0367066824986087,0.5332391923188111
Melody-MT,0.0367387396166994,0.5334616180930227
Melody-MT,0.0367797727278555,0.533709683725933
Melody-MT,0.0368079829917754,0.5339362759771831
Melody-MT,0.0368374755404189,0.5341458818220453
Melody-MT,0.0368695326585096,0.534395870444358
Melody-MT,0.0368900492140876,0.5346234241903093
Melody-MT,0.0369169771932839,0.5348416834874823
Melody-MT,0.0369541634502691,0.5350778906857444
Melody-MT,0.0370003257003198,0.5352964704811511
Melody-MT,0.0370298182489632,0.5355009483542736
Melody-MT,0.0370631576517776,0.5357377965490032
Melody-MT,0.0371003439087628,0.5359541328567738
Melody-MT,0.0371285541726827,0.5361951475285419
Melody-MT,0.0371811278463515,0.5364175733027535
Melody-MT,0.0372106203949949,0.5366374350910952
Melody-MT,0.0372465243672566,0.5368486434271261
Melody-MT,0.0372837106242418,0.5370976705547376
Melody-MT,0.0373132031728853,0.5373140068625082
Melody-MT,0.0373491071451469,0.537534830145551
Melody-MT,0.0373888579715794,0.5377822547819939
Melody-MT,0.0374286087980119,0.5379947451109597
Melody-MT,0.0374568190619317,0.5381979409911472
Melody-MT,0.0374760533327862,0.5384299817123708
Melody-MT,0.0375093927356005,0.5386344595854933
Melody-MT,0.037538885284244,0.5388376554656807
Melody-MT,0.0375619664092693,0.5390969385367718
Melody-MT,0.0375850475342947,0.5393219282968531
Melody-MT,0.0376158223676618,0.539553648519843
Melody-MT,0.0376491617704761,0.5398036371421557
Melody-MT,0.0376748074649487,0.5400244604251986
Melody-MT,0.0376940417358031,0.5402462452029427
Melody-MT,0.037732510277512,0.5405145022245782
Melody-MT,0.0377684142497736,0.5407314795288163
Melody-MT,0.0378056005067589,0.540956148790664
Melody-MT,0.0378479159026386,0.5411772925719406
Melody-MT,0.0378992072915838,0.5414227942189811
Melody-MT,0.0379171592777146,0.5416259900991686
Melody-MT,0.0379556278194235,0.5418609153044958
Melody-MT,0.0379825557986197,0.5420766106157989
Melody-MT,0.0380235889097758,0.5423160227963983
Melody-MT,0.0380620574514847,0.5425557554752316
Melody-MT,0.0380915500001282,0.5427762582600407
Melody-MT,0.0381107842709826,0.5429865051013704
Melody-MT,0.0381659225140987,0.5432313657519433
Melody-MT,0.0382056733405312,0.54345250953322
Melody-MT,0.0382184961877675,0.543661153883381
Melody-MT,0.0382582470142,0.5438919126116696
Melody-MT,0.0382979978406325,0.5440963904847921
Melody-MT,0.0383223612503814,0.5443162522731337
Melody-MT,0.0383569829379194,0.5445409215349815
Melody-MT,0.0383980160490756,0.5447604628250894
Melody-MT,0.0384210971741009,0.5449828885993009
Melody-MT,0.0384582834310861,0.5452267877551726
Melody-MT,0.0384890582644532,0.5454450470523456
Melody-MT,0.0385185508130967,0.5456729212965308
Melody-MT,0.0385570193548056,0.5459049620177543
Melody-MT,0.0385916410423436,0.5461100808873443
Melody-MT,0.038621133590987,0.5463222507180763
Melody-MT,0.0386544729938014,0.5465623038951433
Melody-MT,0.038690376966063,0.5467744737258753
Melody-MT,0.0387211517994301,0.5469850410654387
Melody-MT,0.0387634671953099,0.5472311837089466
Melody-MT,0.0388083471606369,0.5474446355326136
Melody-MT,0.0388314282856622,0.5476616128368517
Melody-MT,0.0388724613968183,0.5479116014591644
Melody-MT,0.0388981070912909,0.5481208868057929
Melody-MT,0.0389314464941053,0.5483426715835369
Melody-MT,0.0389686327510905,0.5485724688171244
Melody-MT,0.0389942784455631,0.5487846386478564
Melody-MT,0.0390186418553121,0.5489839885492391
Melody-MT,0.0390519812581264,0.5492237212280723
Melody-MT,0.0390891675151117,0.5494371730517393
Melody-MT,0.0391199423484788,0.5496512658718737
Melody-MT,0.0391558463207404,0.5498893960595383
Melody-MT,0.0391891857235548,0.5500986814061668
Melody-MT,0.0392315011194345,0.550297390311082
Melody-MT,0.0392635582375252,0.5505368024916815
Melody-MT,0.0393071559181286,0.5507425623577389
Melody-MT,0.0393340838973249,0.5509441557467577
Melody-MT,0.0393725524390337,0.5511707479980078
Melody-MT,0.0394046095571245,0.5513784308534676
Melody-MT,0.0394405135293861,0.5515941261647707
Melody-MT,0.039464876939135,0.5518274488789292
Melody-MT,0.0395123214739093,0.5520325677485192
Melody-MT,0.0395533545850654,0.5522405711022127
Melody-MT,0.0395918231267743,0.552477739795176
Melody-MT,0.0396187511059705,0.5526838201594672
Melody-MT,0.0396495259393376,0.5528934260043293
Melody-MT,0.0396867121963229,0.5531395686478372
Melody-MT,0.0397123578907955,0.5533536614679716
Melody-MT,0.0397341567310971,0.5535571778463929
Melody-MT,0.0397764721269769,0.5537754371435659
Melody-MT,0.0398098115297913,0.5539850429884281
Melody-MT,0.0398469977867765,0.5541827903986422
Melody-MT,0.0398841840437618,0.5544177156039694
Melody-MT,0.0399175234465761,0.554617065505352
Melody-MT,0.0399393222868778,0.5548343633078238
Melody-MT,0.0399765085438631,0.5550494176226595
Melody-MT,0.0400111302314011,0.5552529340010807
Melody-MT,0.0400470342036627,0.5554567708777357
Melody-MT,0.0400842204606479,0.5556814401395834
Melody-MT,0.0401214067176332,0.5558827130303685
Melody-MT,0.0401573106898948,0.5560974468469704
Melody-MT,0.0401996260857745,0.5563278850770254
Melody-MT,0.0402214249260762,0.5565422983953936
Melody-MT,0.0402586111830615,0.5567470967667497
Melody-MT,0.0402906683011522,0.556980739979142
Melody-MT,0.0403342659817556,0.5571804103787584
Melody-MT,0.0403560648220573,0.5573852087501145
Melody-MT,0.0404009447873843,0.5576121214995984
Melody-MT,0.0404419778985405,0.557823650333863
Melody-MT,0.040481728724973,0.5580361406628288
Melody-MT,0.0405125035583401,0.5582620919176114
Melody-MT,0.0405561012389435,0.558460480324293
Melody-MT,0.0405932874959287,0.5586595097274419
Melody-MT,0.0406356028918085,0.5588809740069522
Melody-MT,0.0406792005724119,0.5590816059012699
Melody-MT,0.0407048462668844,0.5592825582938212
Melody-MT,0.0407279273919098,0.559515560509746
Melody-MT,0.0407587022252769,0.559724204859907
Melody-MT,0.0407881947739203,0.5599546430899619
Melody-MT,0.0408253810309056,0.5601995037405348
Melody-MT,0.0408651318573381,0.5604135965606694
Melody-MT,0.0409061649684942,0.5606225614090641
Melody-MT,0.0409446335102031,0.5608158218440058
Melody-MT,0.0409741260588466,0.5610247866924005
Melody-MT,0.0410138768852791,0.5612404820037037
Melody-MT,0.041062603704777,0.5614411138980213
Melody-MT,0.0411023545312095,0.5616840515591919
Melody-MT,0.0411344116493002,0.5618891704287817
Melody-MT,0.0411600573437728,0.5621077502241885
Melody-MT,0.0411882676076926,0.5623330604825036
Melody-MT,0.0412280184341251,0.5625317693874189
Melody-MT,0.0412575109827686,0.562758361638669
Melody-MT,0.0412946972397539,0.562979184921712
Melody-MT,0.0413434240592518,0.5631955212294825
Melody-MT,0.0413767634620661,0.5634099345478507
Melody-MT,0.0414126674343277,0.5636413342726069
Melody-MT,0.0414434422676948,0.5638605550644811
Melody-MT,0.0414767816705092,0.5640637509446685
Melody-MT,0.0415152502122181,0.564292266185321
Melody-MT,0.0415485896150324,0.5644906545920025
Melody-MT,0.0415960341498067,0.5646916069845539
Melody-MT,0.0416242444137266,0.5649037768152859
Melody-MT,0.0416550192470937,0.5650893452926181
Melody-MT,0.0416909232193553,0.5652810032363912
Melody-MT,0.0417293917610641,0.5655095184770437
Melody-MT,0.0417614488791549,0.5657188038236721
Melody-MT,0.0417896591430747,0.5659377041173126
Melody-MT,0.0418345391084017,0.5661620528809266
Melody-MT,0.0418653139417688,0.5663642872664129
Melody-MT,0.0419114761918195,0.5665613936801595
Melody-MT,0.0419473801640811,0.566779011980865
Melody-MT,0.0419691790043828,0.5669761183946115
Melody-MT,0.0420050829766444,0.5671713018189557
Melody-MT,0.0420371400947351,0.5673914841055311
Melody-MT,0.0420768909211676,0.5675873085263428
Melody-MT,0.0421153594628765,0.5677911454029977
Melody-MT,0.0421499811504145,0.5680209426365851
Melody-MT,0.042189731976847,0.5682190105450329
Melody-MT,0.0422076839629778,0.5684090659976373
Melody-MT,0.0422435879352394,0.5686177103477983
Melody-MT,0.0422884679005665,0.5688241112103232
Melody-MT,0.0423256541575517,0.569029230079913
Melody-MT,0.0423654049839842,0.5692500533629559
Melody-MT,0.0423923329631804,0.5694468392784687
Melody-MT,0.042428236935442,0.5696458686816177
Melody-MT,0.0424679877618746,0.569869896946998
Melody-MT,0.0425038917341362,0.5700673238589782
Melody-MT,0.0425372311369505,0.5702817371773464
Melody-MT,0.0425795465328303,0.5705035219550905
Melody-MT,0.0426218619287101,0.5707089613229142
Melody-MT,0.0426577659009717,0.5709054267401933
Melody-MT,0.0427013635815751,0.5711297755038072
Melody-MT,0.0427359852691131,0.5713230359387489
Melody-MT,0.0427744538108219,0.571520783348963
Melody-MT,0.0428167692067017,0.5717278252079553
Melody-MT,0.0428629314567523,0.5719214061411307
Melody-MT,0.0429013999984612,0.5721252430177858
Melody-MT,0.0429296102623811,0.5723527967637371
Melody-MT,0.0429680788040899,0.5725447752057439
Melody-MT,0.0430039827763515,0.5727405996265554
Melody-MT,0.0430360398944423,0.5729479619837815
Melody-MT,0.043068097012533,0.5731396199275546
Melody-MT,0.0430975895611765,0.5733290343836915
Melody-MT,0.0431386226723326,0.573557549624344
Melody-MT,0.0431770912140415,0.5737620274974664
Melody-MT,0.0431988900543432,0.5739520829500708
Melody-MT,0.0432322294571575,0.574164252780803
Melody-MT,0.0432745448530373,0.5743648846751206
Melody-MT,0.0432937791238917,0.5745837849687611
Melody-MT,0.043341223658666,0.5748209536617244
Melody-MT,0.0433912327628876,0.5750254315348469
Melody-MT,0.0434220075962547,0.5752244609379957
Melody-MT,0.043465605276858,0.5754459252175061
Melody-MT,0.0435181789505268,0.5756568130553033
Melody-MT,0.0435489537838939,0.5758628934195944
Melody-MT,0.0435989628881155,0.5760866011867408
Melody-MT,0.0436361491451007,0.5762881945757596
Melody-MT,0.0436630771242969,0.5764865829824412
Melody-MT,0.043693851957664,0.576692983844966
Melody-MT,0.0437246267910311,0.5768894492622452
Melody-MT,0.0437438610618856,0.5770868761742254
Melody-MT,0.0437797650341472,0.5773035329802297
Melody-MT,0.0438169512911324,0.5774951909240028
Melody-MT,0.0438477261244995,0.5776836438854386
Melody-MT,0.0438938883745502,0.5779070311543513
Melody-MT,0.0439426151940481,0.5781166369992135
Melody-MT,0.0439772368815861,0.5783118204235577
Melody-MT,0.0440054471455059,0.5785355281907042
Melody-MT,0.0440387865483203,0.5787207761698026
Melody-MT,0.0440798196594764,0.5789162800923804
Melody-MT,0.0441182882011853,0.5791406288559944
Melody-MT,0.0441567567428942,0.579341260750312
Melody-MT,0.0441977898540503,0.5795457386234344
Melody-MT,0.0442388229652064,0.5797563059629979
Melody-MT,0.0442747269374681,0.5799588608467179
Melody-MT,0.0443119131944533,0.5801578902498669
Melody-MT,0.0443490994514386,0.5803828800099483
Melody-MT,0.0443888502778711,0.5805799864236948
Melody-MT,0.044423471965409,0.5807873487809209
Melody-MT,0.0444619405071179,0.580993429145212
Melody-MT,0.0444952799099323,0.5812023939936067
Melody-MT,0.0445478535836011,0.5814270632554543
Melody-MT,0.0445888866947572,0.5816450020543936
Melody-MT,0.0446401780837024,0.5818395444822704
Melody-MT,0.0446735174865167,0.5820385738854194
Melody-MT,0.0447196797365674,0.5822462567408792
Melody-MT,0.0447478900004872,0.5824407991687558
Melody-MT,0.0447837939727488,0.5826231626637506
Melody-MT,0.0448261093686286,0.5828343709997814
Melody-MT,0.0448645779103375,0.5830346823958653
Melody-MT,0.0449017641673227,0.5832349937919492
Melody-MT,0.044949208702097,0.5834497276085512
Melody-MT,0.0449953709521477,0.5836429880434929
Melody-MT,0.045028710354962,0.5838311205066948
Melody-MT,0.0450697434661181,0.5840404058533234
Melody-MT,0.0450953891605907,0.5842250128359543
Melody-MT,0.0451223171397869,0.5844163502814936
Melody-MT,0.0451633502509431,0.5846346095786666
Melody-MT,0.0452043833620992,0.584829472504777
Melody-MT,0.0452415696190845,0.5850227329397187
Melody-MT,0.0452787558760697,0.5852349027704509
Melody-MT,0.0453159421330549,0.585419189254848
Melody-MT,0.0453518461053166,0.5856156546721271
Melody-MT,0.0453903146470254,0.5858300679904953
Melody-MT,0.0454351946123525,0.5860098674996203
Melody-MT,0.045474945438785,0.5861887055140439
Melody-MT,0.0455018734179812,0.5863890169101278
Melody-MT,0.0455352128207955,0.5865832388397707
Melody-MT,0.0455736813625044,0.5867755377800113
Melody-MT,0.0456134321889369,0.5869787336601988
Melody-MT,0.0456390778834095,0.587169109611037
Melody-MT,0.0456762641403947,0.587355960081304
Melody-MT,0.0457160149668272,0.5875719758908409
Melody-MT,0.0457532012238125,0.5877681208098862
Melody-MT,0.0457916697655214,0.587951766297816
Melody-MT,0.0458339851614011,0.5881706665914564
Melody-MT,0.0458698891336627,0.5883552735740873
Melody-MT,0.0459006639670298,0.5885607129419109
Melody-MT,0.0459493907865278,0.588763267825631
Melody-MT,0.0459929884671311,0.5889507592923655
Melody-MT,0.0460224810157746,0.5891465837131772
Melody-MT,0.046055820418589,0.5893555485615719
Melody-MT,0.0461019826686396,0.5895526549753184
Melody-MT,0.0461289106478358,0.5897475179014289
Melody-MT,0.046169943758992,0.589971546166809
Melody-MT,0.0462032831618063,0.5901580761388424
Melody-MT,0.0462443162729625,0.5903519775702516
Melody-MT,0.0462712442521587,0.5905667113868536
Melody-MT,0.0463020190855258,0.5907654202917688
Melody-MT,0.0463404876272347,0.590949706776166
Melody-MT,0.0463699801758781,0.5911689275680402
Melody-MT,0.0464020372939689,0.5913718029499939
Melody-MT,0.0464353766967832,0.5915528844520538
Melody-MT,0.0464712806690448,0.5917676182686558
Melody-MT,0.0465033377871356,0.5919682501629734
Melody-MT,0.0465443708982917,0.5921541391385392
Melody-MT,0.0465854040094478,0.5923704754463098
Melody-MT,0.0466238725511567,0.592554761930707
Melody-MT,0.0466533650998002,0.5927483428638824
Melody-MT,0.0466879867873382,0.5929646791716531
Melody-MT,0.0467213261901525,0.5931585806030623
Melody-MT,0.0467572301624141,0.5933451105750956
Melody-MT,0.0467944164193994,0.5935409349959072
Melody-MT,0.0468316026763846,0.5937159270315261
Melody-MT,0.0468636597944754,0.5939111104558703
Melody-MT,0.0469059751903551,0.5941223187919011
Melody-MT,0.0469405968778931,0.5943110922515706
Melody-MT,0.0469803477043256,0.5945081986653171
Melody-MT,0.0470252276696526,0.5947216504889842
Melody-MT,0.047068825350256,0.5949242053727042
Melody-MT,0.047093188760005,0.5951165043129447
Melody-MT,0.0471303750169902,0.595324828164872
Melody-MT,0.0471649967045282,0.5955075121581005
Melody-MT,0.0471983361073426,0.5957161565082615
Melody-MT,0.047241933787946,0.595918070395514
Melody-MT,0.0472957897463384,0.5961100488375208
Melody-MT,0.0473291291491527,0.596294335321918
Melody-MT,0.0473778559686507,0.5965020181773778
Melody-MT,0.0474278650728722,0.5966763692165292
Melody-MT,0.0474535107673448,0.5968612966973939
Melody-MT,0.0474971084479482,0.5970750690192946
Melody-MT,0.047525318711868,0.597260316998393
Melody-MT,0.0475740455313659,0.5974577439103733
Melody-MT,0.0476137963577984,0.5976856181545583
Melody-MT,0.0476548294689546,0.5978852885541748
Melody-MT,0.0476868865870453,0.598062203579196
Melody-MT,0.0477150968509651,0.5982686044417209
Melody-MT,0.0477458716843322,0.5984580188978579
Melody-MT,0.047788187080212,0.5986451898663586
Melody-MT,0.0478523013163934,0.598850949732416
Melody-MT,0.0478843584344842,0.5990445306655915
Melody-MT,0.0479241092609167,0.5992432395705067
Melody-MT,0.0479728360804146,0.5994451534577593
Melody-MT,0.048016433761018,0.599640977878571
Melody-MT,0.0480484908791087,0.5998201363912283
Melody-MT,0.0480933708444357,0.6000015383915219
Melody-MT,0.048130557101421,0.6002034522787745
Melody-MT,0.0481715902125771,0.6003999176960536
Melody-MT,0.0482074941848387,0.600594780622164
Melody-MT,0.0482575032890603,0.6008204113787129
Melody-MT,0.0482934072613219,0.601005979856045
Melody-MT,0.0483203352405181,0.6011899458422084
Melody-MT,0.0483664974905687,0.6013928212241623
Melody-MT,0.0484011191781067,0.6015841586697016
Melody-MT,0.0484434345739865,0.6017613941929566
Melody-MT,0.048493443678208,0.6019687565501827
Melody-MT,0.0485242185115751,0.6021706704374352
Melody-MT,0.0485665339074549,0.6023555979182998
Melody-MT,0.0486088493033347,0.6025523838338127
Melody-MT,0.0486383418519781,0.6027321833429375
Melody-MT,0.0486614229770035,0.6029100598626601
Melody-MT,0.0487101497965014,0.6031398570962475
Melody-MT,0.0487345132062503,0.6033337585276568
Melody-MT,0.0487755463174065,0.6035170835173528
Melody-MT,0.0488229908521807,0.6037186769063716
Melody-MT,0.0488486365466533,0.603908732358976
Melody-MT,0.048880693664744,0.6040830833981274
Melody-MT,0.0489089039286639,0.6042760233348354
Melody-MT,0.0489448079009255,0.6044769757273868
Melody-MT,0.0489819941579107,0.60466606968529
Melody-MT,0.0490127689912779,0.6048833674877617
Melody-MT,0.0490589312413285,0.6050791919085734
Melody-MT,0.0490922706441429,0.605260593908867
Melody-MT,0.0491422797483644,0.6054532133473413
Melody-MT,0.0491845951442442,0.6056419868070108
Melody-MT,0.0492243459706767,0.6058201838249669
Melody-MT,0.0492551208040438,0.6060233797051544
Melody-MT,0.0492846133526872,0.6062153581471612
Melody-MT,0.0493153881860543,0.6064028496138958
Melody-MT,0.0493692441444468,0.606615980939329
Melody-MT,0.0494077126861556,0.6068018699148949
Melody-MT,0.0494577217903772,0.6069867973957596
Melody-MT,0.0495128600334932,0.6071890317812458
Melody-MT,0.0495410702974131,0.6073611393327611
Melody-MT,0.0495744097002274,0.6075354903719126
Melody-MT,0.0496205719502781,0.6077329172838929
Melody-MT,0.0496603227767106,0.6079136782877189
Melody-MT,0.0496962267489722,0.6081002082597523
Melody-MT,0.0497398244295756,0.6083242365251325
Melody-MT,0.0497782929712845,0.608505638525426
Melody-MT,0.0498129146588225,0.6086806305610449
Melody-MT,0.0498501009158077,0.6088921593953096
Melody-MT,0.0498795934644512,0.6090738818938369
Melody-MT,0.0499154974367128,0.6092421434665474
Melody-MT,0.0499475545548035,0.609462005254889
Melody-MT,0.0499719179645525,0.6096434072551826
Melody-MT,0.0500052573673668,0.6098302577254496
Melody-MT,0.0500385967701812,0.6100369790862082
Melody-MT,0.0500821944507846,0.6102148556059308
Melody-MT,0.0501180984230462,0.6103956166097568
