cell_type,HD/1,HD/2,HD/3,HD/4,HD/5,HD/6,HD/7,HD/8,HD/9,HD/10,HD/11,HD/12,NFY,CUX/1,CUX/3,CUX/2,CUX/4,HD/13,HD/14,HD/15,HD/16,HD/17,CPEB1,HD/18,HD/19,HD/20,HD/21,HD/22,TCF/LEF,NR/1,NR/2,NR/3,NR/4,NR/5,NR/6,NR/7,NR/8,NR/9,NR/10,NR/11,NR/12,NR/13,NR/14,NR/15,NR/16,NR/17,NR/18,NR/19,CREB/ATF/1,CREB/ATF/2,CREB/ATF/3,CCAAT/CEBP,AP1/2,AP1/1,MAF,ZNF317,ZNF547,Ebox/CACGTG/1,Ebox/CACGTG/2,HIF,CREB3/XBP1,Ebox/CATATG,Ebox/CAGATGG,HEN1,Ebox/CAGCTG,SCRT1,SNAI2,Ebox/CACCTG,MIES,TBX/1,TBX/2,TBX/3,TBX/4,SREBF1,ZNF257,FOX/1,FOX/2,FOX/3,FOX/4,FOX/5,ZNF435,POU/2,POU/3,OCT4+SOX2,POU/1,ARI5B,FOX/6,ARI5A,SOX/1,DMRT1,SOX/2,SOX/3,SOX/4,SOX/5,SPI,ETS/2,MECP2,ETS/1,NFAT/2,NFAT/1,NFAC/2,NFAT/3,IRF/3,IRF/1,PRDM1,IRF/2,ZNF28,ZIM3,KLF/SP/2,ZIC/2,EGR,KLF/SP/1,GC-tract,MZF1,ZNF324,PRDM5,EWSR1/FLI1,ZNF436,ZNF528,LEF1,ZNF354,FEZF1,ZNF274,ZNF41,SMARCA5,ZNF418,ZNF85,NFI/3,SMAD,OSR2,PRDM9,THAP1,ZSCAN3,ZNF549,ZNF134,ZNF708,ZNF768,BATF,AIRE,ZNF563,ZNF667,ZNF554,ZNF140,ZFX,YY1,ZBTB6,HAND1,PRDM14,SPZ1,REST/NRSF,ZNF332,ZNF335,ZNF382,KAISO,E2F/2,E2F/3,E2F/4,NFKB/3,NFKB/1,NFKB/2,REL-halfsite,ZNF282,FOX/7,RBPJ,TEAD,STAT/1,NFAT/4,BCL6/1,BCL6/2,STAT/2,ZNF143,EBF1,ZBTB48,PRDM16,ZNF423,RUNX/2,RUNX/1,SIX/1,GFI,TATA,MEF2,SRF,HLTF,E2F/1,HIC/1,NFI/2,NFI/1,SOX/6,SOX/7,NRF1,ZNF384/1,ZNF384/2,HOMEZ,IRF/4,ZNF586,ZNF24,MFZ1,CENBP,GCM,SOX/8,FOX/8,HD/23,HD/24,MTF1,ZNF146,HSFY2,HD/25,SPDEF/1,SPDEF/2,ZNF524,DMRT3,DDIT3+CEBPA,NR2E3,ZBTB14,ZNF57,ZNF250,ZNF490,ZNF53,ZNF784,GMEB2/1,LIN54,PRDM4,ZBTB49,ZNF136,ZNF431,ZNF306,ZNF713,ZNF652,P53-like/2,P53-like/3,ZNF232,ZNF410,ZBED1,PROX1,MBD2,OVOL1,EVI1/MECOM,GATA,HIC/2,ZFN121,RFX/2,RFX/3,RFX/1,NR/20,HSF,SMARCA1,ZNF680,MYB/5,MYB/1,MYB/2,MYB/3,MYB/4,P53-like/1,GRHL,TFCP2,ZNF329,GLIS,GLI,TFAP2/2,TFAP2/1,CTCF,INSM1,ZBTB7A,PLAG1,ZNF320,ZNF331,ZNF449,ZKSCAN1,ZIC,HINFP1/1,HINFP1/2,HINFP1/3,GMEB2/2,GMEB2/3,FOX/9,SIX/2,PAX/1,PAX/2,PAX-halfsite,AHR,KLF/SP/3,ZSCAN4
Adipocytes,-0.0007305369,-0.007926977,-0.008325812,-0.012690272,-0.0027688327,-0.0011002618,-0.0063283225,0.003792699,-0.0012754941,-0.017841334,0.0041052625,0.0038433021,0.011367815,0.00605935,0.032057118,0.014086466,0.010784152,-0.0054293745,-0.01587328,0.010685962,-0.0043650237,-0.012617609,-0.0005169966,-0.0143913245,-0.0040512555,0.004958771,0.0063797184,-0.0073905173,0.0033626466,-0.0074268016,0.004797197,-0.013988631,0.004301525,-0.00067663036,-0.0035582846,0.0006399309,0.010068774,0.0013785915,-0.0010503437,0.0077417227,-0.0029810467,-0.0019597816,0.0036195337,0.015456837,-0.0032682875,0.0034352199,0.0077789202,-0.012485307,-0.011760132,-0.016322251,-0.03218671,-0.03741773,-0.05063256,-0.042541895,-0.037636254,-0.0050838375,0.0038244424,-0.018584322,0.0067902575,0.011740987,0.011757003,-0.005004792,-0.0025107642,-0.01161565,0.014236954,0.021525966,0.037100006,0.022612931,-0.014613626,-0.005567466,0.03662964,0.014825165,0.0077650603,0.0052864477,-0.0010759669,0.0052859406,-0.0030905083,-0.0044058,-0.006581154,-0.02682402,0.021154132,-0.003968161,0.011775035,-0.023820102,-0.009240305,0.000707415,-0.009532535,-0.0048963507,-0.022152808,0.014365371,-0.0017100385,-0.002014593,-0.0064807185,0.011177419,-0.10787629,-0.026989074,-0.008037234,-0.011627008,0.0037121107,-0.016044322,-0.0056222756,0.0096397605,-0.06151887,-0.058879398,-0.13897352,-0.09562817,0.0064904285,0.0047791325,-0.03478207,0.011569705,-0.0042786608,-0.034380272,-0.037820835,-0.0050930753,0.0069289315,0.0036252092,-0.044331472,0.0005500926,0.010116829,-0.0007980209,0.012697379,-0.016597165,0.020771643,0.024198087,-0.003925332,-0.010003961,0.045266174,-0.07363331,0.0055698347,-0.016717222,0.03583284,8.5529624e-05,-0.0029352242,0.010344855,0.03152404,0.033282857,0.0021728012,-0.02628343,0.022304999,-0.007451589,0.00035990847,0.015271153,0.003395456,0.010753087,0.09997212,0.0015353231,0.004003938,0.01553606,-0.0007477671,-0.2475509,0.00069626543,-0.0039104214,0.022924026,0.002049829,-0.027979063,-0.016747585,-0.0012247245,-0.026667083,-0.041901752,-0.030041065,0.0018349639,-0.003692581,-0.007416818,-0.011822651,-0.017363273,-0.021420864,0.0015880157,-0.008295554,-0.0060255006,-0.0055599366,0.0040246085,-0.023667965,0.0027190878,-0.029840065,0.014614425,-0.018853366,-0.01132154,-0.027972281,-0.012924294,-0.0062041446,-0.10998048,0.0139199775,0.012401259,-0.015707843,0.025948586,-0.012453854,-0.009115266,-0.008247268,0.012207977,0.005420551,-0.007354333,-0.024811743,-0.0030106613,-0.0006836254,0.03103471,0.00827259,-0.0047793537,0.008870588,0.021543825,0.0055490783,0.0119992895,0.0097076,-0.008943963,-0.00092637364,0.168063,0.0066189626,-0.0013930411,0.0076133255,0.011060282,0.020920144,0.015361162,-0.0018122912,-0.002178205,-0.0040471847,0.00033230105,0.0088090105,0.027097402,0.009352237,0.042055465,0.0072293854,-0.0014169873,0.009223508,-0.0019701442,0.020200675,0.028147575,0.01547407,0.0024524496,-0.04002228,0.020054927,0.037633855,-0.0014993306,0.011947357,0.014098557,0.0031977869,-0.0025741346,-0.0011749014,-0.020096837,-0.008115554,0.008782342,0.031782143,-0.046499584,-0.03383966,-0.04827659,-0.008007153,0.022073528,0.0021194604,0.013712793,0.003967291,0.006558488,0.0025006745,-0.0068601845,0.0008330585,0.053082705,0.022422414,0.0010524744,0.008935366,0.008467043,0.016837357,0.0066371034,0.023698244,-0.16742252,0.0068555227,0.013132081,0.00253652,0.01308756,-0.009054391,0.011776747,0.024415068,-0.0027123129,0.00084710115,-0.015642308,0.003039638,-0.015036065,0.011142218,-0.0069418177,0.021504821,-0.0016121449,0.0041528586,1.373369e-05,0.0062306365,-0.0024115678,-0.0020274844
Aorta-Endothel,-0.0012217405,-0.0033261862,-0.0032949126,-0.014245177,0.0052520735,0.0029585098,0.0050738393,0.008134002,-0.0021696298,-0.020040857,0.0032962025,0.00024549908,0.013453671,0.0025935445,0.0346789,0.019087004,0.009506169,-0.004905796,-0.017355092,0.009689445,-0.013879231,0.0006871542,0.007888359,-0.0020395261,0.00068142335,0.006316656,0.007459876,-0.0070498926,0.002453861,0.024845066,0.0067019165,-0.003031233,0.015641129,0.00110392,0.0010928254,0.0008656134,0.010340034,0.005807713,0.0004903443,0.01804194,0.004660763,0.01322543,0.0033538805,0.021405293,-0.0011806266,0.0030159084,0.021215778,-0.01658615,-0.013387398,-0.014139548,-0.02402951,-0.03269483,-0.06697386,-0.057994194,-0.0470468,-0.007004171,0.0090101175,-0.016437344,0.007635903,0.012288991,0.014066091,0.00015073414,0.007970054,-0.00057526695,0.020707501,0.030114185,0.039433673,0.02678373,-0.011756978,-0.006372161,0.038665157,0.01504961,0.006689419,0.0038623735,0.0007590522,0.007682046,-0.00844158,-0.0030556498,-0.014623153,-0.0339988,0.01940299,-0.009427757,0.015066877,-0.03205674,-0.009661214,-0.0007799834,-0.056844577,0.0014414057,-0.04133145,0.0132548,-0.0066438154,-0.0005774779,-0.010859605,0.011034636,-0.114687,-0.044867557,-0.00615364,-0.020228025,0.0061364425,-0.015038012,-0.0036749681,0.015344617,-0.06558357,-0.065570846,-0.15424599,-0.10329837,0.006204721,0.0091954805,-0.034907337,0.015945608,-0.009961299,-0.03632072,-0.037109926,-0.0018548653,0.005493242,0.005052951,-0.06671321,-0.0030556635,0.014636445,-0.0037679346,0.020037213,-0.012962207,0.02374563,0.025761047,-0.0018534748,-0.0076541915,0.04657767,-0.08170294,0.005644815,-0.012043609,0.049150337,0.0008588777,-0.0004124485,0.0137710525,0.027881913,0.037056033,0.00649798,-0.028521158,0.030540623,0.0015273183,0.0039673704,0.0224891,0.008473557,0.00941904,0.10834486,0.005247341,0.0075452495,0.016472291,0.0021024393,-0.21881534,0.0037095037,-0.0032194552,0.030595554,0.008116086,-0.025915302,-0.012646343,0.0030800623,-0.032866225,-0.047916286,-0.027746266,0.0052120443,-0.0012641988,-0.005230817,-0.009667651,-0.021845045,-0.028272377,0.00713052,-0.0095366705,-0.0064336713,-0.0060007595,0.0070008608,-0.015702495,0.007918609,-0.021932244,0.01938906,-0.00789545,-0.0076384093,-0.039231118,-0.011437142,-0.0020287556,-0.104610495,0.016412443,0.013694603,-0.014120941,0.030811647,-0.015436363,-0.01037025,-0.015492266,0.012092472,0.01063225,-0.002199829,-0.025584696,0.0012911849,0.00581491,0.027056923,0.009268734,-0.0029028303,0.011497951,0.024363669,0.0048735305,0.009633655,0.010443797,-0.0019337422,0.0014737803,0.18149534,0.01178935,-0.00028218748,0.013840055,0.012993872,0.028400367,0.014560969,0.0057826545,-0.0030787573,0.002178248,0.0032298865,0.010641834,0.029212495,0.012100516,0.04496214,0.0106852,-0.00020724814,0.011257154,-0.002979032,0.023745619,0.025674433,0.019883232,0.0047274088,-0.038539667,0.022217788,0.042429972,-0.0059164898,0.02241358,0.019043919,0.0043656845,-4.7234702e-05,0.00020723461,-0.08550215,-0.033499654,0.011514231,0.038336746,-0.038253974,-0.023946872,-0.034657184,-0.007673947,0.02508235,0.0007447945,0.013305376,0.00644089,0.011674408,0.008301219,-0.00037303878,0.0009496935,0.057210766,0.0077867573,-0.013436208,0.010296282,0.015137503,0.022032391,0.012680981,0.030837957,-0.12612332,0.009403323,0.020753736,0.0070888917,0.017305944,-0.005874194,0.0140793165,0.028920423,-0.0005401683,0.0070991996,-0.0038009854,0.012281884,-0.013628745,0.014098015,-0.0065833586,0.015329773,-0.002241045,0.0014155805,-0.0009703963,0.0097122025,-0.00056606653,-0.0014032839
Kidney-Tubular,-0.0018322633,-0.0067745703,-0.008205903,-0.01648294,-0.0044576824,5.4209966e-05,-0.002967306,0.0047394345,-0.009558392,-0.010299276,-0.0018495,-0.002990456,0.011752781,0.0037682091,0.03181328,0.0131281465,0.008283312,-0.0077706417,-0.0278191,0.0027286278,-0.021162182,-0.009318639,0.004631636,-0.010000623,-0.0038117322,0.005934587,0.006917275,-0.007975253,0.00046557383,0.03202677,0.00735227,-0.012438532,0.0069406093,-0.0019289948,-0.00577949,0.0026738094,0.007817134,0.0031624562,-0.004974228,0.015831947,0.0028765083,0.004716932,0.004300443,0.015642699,-0.0053515127,-0.0010588343,0.013474772,-0.025362011,-0.012879723,-0.013558721,-0.017031098,-0.021545859,-0.057567265,-0.043639854,-0.040174447,-0.009543641,0.007818626,-0.022918522,0.008152659,0.012193173,0.01204172,-0.0016499747,0.003066501,-0.0065578097,0.016444944,0.025285922,0.035298362,0.024317771,-0.013320542,-0.00719708,0.036484007,0.013945911,0.008183783,0.0033616668,0.0005667217,0.007520939,-0.004695828,-0.0057497346,-0.008564149,-0.03008579,0.019987343,-0.016814662,0.013070754,-0.030646915,-0.009174526,-3.677764e-05,-0.023392828,0.0026925819,-0.026241632,0.013849046,-0.006171018,-0.0027846051,-0.009248431,0.009081958,-0.15224965,-0.055142555,-0.006760975,-0.02780776,0.0048544,-0.0118685225,-0.0044770422,0.011940978,-0.069729924,-0.07096716,-0.17061454,-0.13841677,0.0058908337,0.009079723,-0.039080575,0.0108327605,-0.008934471,-0.044428572,-0.043986153,-0.004529445,0.008746649,0.0035232853,-0.090435006,-0.008316154,0.012126778,-0.004262738,0.015046173,-0.013838596,0.022962878,0.023736594,0.00050877815,-0.010821615,0.043023232,-0.092017084,0.005833269,-0.012898737,0.043973487,0.00052670314,0.00097369164,0.0143084815,0.02767411,0.03341311,0.0019877923,-0.024955021,0.025469946,0.0007390971,0.001921306,0.019639147,0.004424494,0.011276615,0.10196433,0.0036764618,0.0055703833,0.014713986,8.7171764e-05,-0.25940055,0.0062373504,-0.002158969,0.02378505,0.0038399925,-0.031001473,-0.012481925,-0.00061233045,-0.02905746,-0.04412253,-0.026794938,0.0026608238,-0.002048386,-0.0062825396,-0.00962566,-0.012919631,-0.03386768,0.0053856745,-0.007799812,-0.00743445,-0.007253425,0.006054942,-0.020715237,0.00449659,-0.02602747,0.016242446,-0.015300335,-0.0056326124,-0.037409853,-0.012503021,-0.006268705,-0.10882585,0.01592685,0.012251675,-0.008010182,0.026698956,-0.0064881626,-0.0061328784,-0.010966106,0.010902067,0.0064487336,-0.0045739855,-0.024337236,-0.00071242347,0.0027833125,0.028896779,0.007923474,-0.007960509,0.008290394,0.022325482,0.0051245154,0.0094726235,0.009636243,-0.008703301,0.000565871,0.17143339,0.007599939,-0.0006563302,0.009489516,0.011002402,0.022497125,0.012228797,0.0033462688,-0.0016348264,-0.0037134506,0.0020499865,0.009896815,0.026458275,0.0109621445,0.040442005,0.007636868,-0.0008139614,0.007374064,-0.0016700906,0.022004988,0.027193092,0.017531816,0.0033467344,-0.04454174,0.022206223,0.041063864,-0.0049932566,0.01719726,0.015457205,0.0032650407,-0.0032376682,0.00046025496,-0.057645004,-0.02381431,0.0098918285,0.0351849,-0.05111984,-0.02906355,-0.05400949,-0.008216332,0.02336339,0.0038181217,0.014858031,0.0065409723,0.006421463,0.0036281266,-0.0066525075,-0.00087515946,0.05164089,0.015294739,-0.0009756796,0.012955803,0.007435689,0.01719842,0.025166806,0.042148873,-0.17123501,0.004877804,0.012355641,0.0025287312,0.013346186,-0.0052206577,0.014112503,0.025280742,-0.004559007,0.0014545972,-0.012377117,0.005349966,-0.01127969,0.011099656,-0.008632692,0.01775505,-0.0054316847,0.0031453734,-0.0009649504,0.008109206,-0.003363768,6.766051e-05
Colon-Fibroblasts,-0.00095408526,-0.0076765865,-0.0077274824,-0.012869769,-0.0023617933,-0.0030580088,-0.008588738,0.0030286396,0.006392641,-0.016881641,0.006079595,0.005634407,0.010491047,0.011764248,0.0387212,0.014503773,0.018157395,-0.0067153336,-0.013891335,0.013423909,0.0034908913,-0.020189874,-0.0054121586,-0.022606844,-0.0044525736,0.003329099,0.006435271,-0.013118897,0.0026445435,0.014302001,0.0043106982,-0.005361647,0.0049496493,0.0022535957,0.0018022003,0.008110485,0.013180134,0.007994981,0.004320854,0.019742377,0.0049023,0.009162749,0.0018066006,0.014559383,0.0023799262,0.009277159,0.011407157,-0.007868549,-0.010358291,-0.011260153,-0.026059909,-0.031800136,-0.047941267,-0.040596988,-0.038305152,-0.0037257154,0.0010541801,-0.017304003,0.0046396,0.012107384,0.009946445,-0.007129969,-0.006007871,-0.01385723,0.011555263,0.017096953,0.03568738,0.022158347,-0.0154135255,-0.0062564113,0.035289623,0.013681454,0.0076662377,0.0038947677,-0.00196298,0.004892177,-0.021573074,-0.016556954,-0.016812239,-0.040974747,0.01735678,0.0046346467,0.010030837,-0.021804666,-0.013666118,0.0004991666,-0.06539866,-0.0057492373,-0.007391912,0.013967874,-7.068432e-06,-0.0020450652,-0.00605436,0.013572728,-0.09617788,-0.017013023,-0.0069035133,-0.0056717205,0.004812575,-0.016068835,-0.0041609234,0.009681088,-0.059840895,-0.055976186,-0.13328165,-0.084374644,0.005687754,0.0011421525,-0.0313345,0.010617024,-0.000543289,-0.031886864,-0.036478322,-0.0050465683,0.008438013,0.0035004953,-0.024245333,0.006169406,0.010830333,0.00025506268,0.00835394,-0.018266497,0.019268919,0.023585077,0.0013373174,-0.010307082,0.04545933,-0.05658604,0.004577819,-0.019000748,0.033178363,-6.162601e-06,-0.0022355942,0.010184427,0.031214958,0.03113693,0.00032494497,-0.02932139,0.0158986,-0.0077371467,-0.0029137114,0.011623245,0.001359127,0.011553319,0.098394796,0.000959024,0.001897667,0.01527212,-0.0017782112,-0.25913656,0.0017752091,-0.0037759698,0.021308878,0.00054139853,-0.025806295,-0.014465822,-0.0009428432,-0.021307794,-0.033869214,-0.026307745,0.0017050322,-0.002792925,-0.007370696,-0.009247848,-0.011713614,-0.017029215,0.00193968,-0.0064027635,-0.0052176295,-0.0037679574,0.0042355056,-0.02215813,0.0014868141,-0.024592627,0.014551809,-0.024569882,-0.015982173,-0.027706854,-0.013589213,-0.009516031,-0.10777077,0.011005732,0.01110665,-0.009337972,0.025380753,-0.0052962014,-0.005103353,-0.00845305,0.014698162,0.003290217,-0.0056249197,-0.023925582,-0.0048733214,0.0062859333,0.034413584,0.009103759,-0.0038785622,0.0085782,0.01912222,0.003493018,0.013220269,0.008867084,-0.012125714,-0.0028637685,0.16348471,0.006593784,-0.001390587,0.0072641456,0.010180048,0.019558571,0.017986964,-0.001731773,-0.0024491437,-0.004243576,-0.0014813839,0.005772743,0.024949845,0.008815319,0.04212116,0.004461554,-0.0020463967,0.0082197925,-0.00027712472,0.020166205,0.028521834,0.013814354,0.0035433553,-0.040232435,0.017829427,0.037114494,-0.0017218166,0.009915571,0.014091901,0.0030026103,-0.0019709442,-0.0020566091,-0.003202036,-0.0016320838,0.008572311,0.031123193,-0.059384905,-0.04231978,-0.058131102,-0.005673464,0.02230451,0.0061890157,0.017814329,0.0021412112,0.0042551905,-0.00084168836,-0.009464248,0.0009019559,0.06395322,0.018483063,-0.00033637593,0.009618399,0.0071072816,0.016018344,0.02226878,0.03818717,-0.15675436,0.006561317,0.011378943,0.0017831988,0.011681742,-0.011112278,0.009832529,0.023767404,-0.0038143059,0.0008978671,-0.018526834,0.0037908428,-0.014389108,0.010457974,-0.006325158,0.022649875,-0.0012630087,0.0048101144,-1.6737586e-05,0.005098053,-0.002255332,-0.0054020034
Heart-Fibroblasts,-0.0034791639,-0.0039145257,-0.0074978364,-0.01040298,0.0013204031,0.00094797125,-0.002289587,0.004239212,0.0011992895,0.028410995,0.0050844825,0.0032884327,0.008863269,0.010526475,0.028409394,0.0135041885,0.013041015,-0.0042768144,-0.009107304,0.011210865,-0.00024808335,-0.0028665783,0.0034855136,-0.003322836,-0.002343869,0.0040361,0.0054033687,-0.0073211254,0.005420362,0.027055856,0.005444763,-0.0074489424,0.006438279,-0.00031787096,0.002464063,0.0005440374,0.009546637,0.005644989,0.00018991435,0.014720325,0.0043534082,0.009541398,0.0032240255,0.014858246,-0.0015279471,0.0056353486,0.01116266,-0.001733097,-0.011620407,-0.015295922,-0.022491314,-0.024697177,-0.039791528,-0.040478487,-0.034820322,-0.0058001513,0.0036328896,-0.016015949,0.004143977,0.011870612,0.010865021,-0.0056861644,-0.0013314047,-0.010099766,0.017519144,0.025487704,0.037919167,0.023868259,-0.014241309,-0.0071229204,0.036712904,0.012645474,0.006790089,0.0048874244,-0.0025062999,0.0038713268,-0.0019064646,-0.00035785598,-0.0071827006,-0.027839327,0.019660993,0.0016619668,0.0098735755,-0.021118736,-0.010373036,0.0010385719,-0.021452544,-0.0029791887,-0.021038404,0.011223318,-0.001830244,-0.0017663253,-0.007013842,0.0070267324,-0.03624941,-0.0019441186,-0.0076889517,0.0013435938,0.002568681,-0.018215401,-0.005091283,0.00990988,-0.04427284,-0.040136926,-0.09229851,-0.030894965,0.003931117,0.0038993696,-0.02372952,0.011475984,-0.0016650084,-0.02231646,-0.029952623,-0.0044960426,0.0017274165,0.0036080754,-0.017246319,0.0040849145,0.009093375,-0.0008736579,0.013509458,-0.016249271,0.018440532,0.022420587,-0.008077874,-0.007304902,0.044128623,-0.044281524,0.0035569998,-0.016815905,0.032476768,0.0005583356,-0.0024247328,0.007662105,0.029028382,0.03602635,0.0024764505,-0.022191467,0.027737947,-0.009284844,0.0017925159,0.012945239,0.0058216024,0.011651524,0.09426293,0.0009201024,0.0023643975,0.015350638,0.00045509517,-0.2538787,-0.00050161,-0.0053958013,0.021776209,0.0013701365,-0.021999894,-0.016281301,0.0011256121,-0.027157834,-0.038636733,-0.027381403,0.0022680874,-0.0038800514,-0.0061640325,-0.011516886,-0.0215758,-0.014944793,0.00027523164,-0.00963861,-0.004537551,-0.0038271954,0.0025346787,-0.021819782,0.00302579,-0.026597362,0.014442473,-0.002476671,-0.0059057404,-0.026199885,-0.01292852,-0.00043421693,-0.10839867,0.011952927,0.011567673,-0.016963871,0.025083994,-0.014160783,-0.0092193,-0.010672804,0.008150486,0.0058187176,-0.0067417673,-0.020763636,-0.0020712644,0.0034197061,0.03332062,0.006989162,-0.00096901256,0.009772654,0.021304986,0.0035988353,0.009894857,0.007956852,-0.0053906613,-0.0009195476,0.1565651,0.008855047,0.00028883436,0.0067457827,0.012928313,0.021871198,0.013344271,-0.0030755273,-0.0035198175,-0.001288704,0.001298546,0.007881715,0.02282754,0.0076633706,0.044005588,0.009521896,-0.0021425213,0.010637794,-0.0033302743,0.018224243,0.0225318,0.0147973625,0.0023593316,-0.036196213,0.01544429,0.030616844,-0.0062572593,0.012172738,0.012906794,0.0026563916,-0.00045907966,-0.00042668547,-0.051883437,-0.024376193,0.0092891045,0.030678544,-0.03884917,-0.03199607,-0.040609848,-0.007130976,0.020562124,-0.00011270456,0.010309638,0.0020644884,0.009633658,0.0055960654,-0.0019849974,0.0001330849,0.049504742,0.02269567,-0.0010691298,0.0041466574,0.008585439,0.016733082,0.0067873127,0.022493802,-0.121621415,0.0068162936,0.012954422,0.0050362297,0.01252358,-0.009645129,0.011201593,0.023824004,-0.0020704588,0.0017476204,-0.0134585565,0.004977684,-0.0066652442,0.015131761,-0.004455062,0.012539814,0.0010788892,0.0036631818,-0.00018318379,0.0060193734,-0.0017005156,-0.004341086
Dermal-Fibroblasts,0.0006559244,-0.008265779,-0.009112081,-0.013476475,-0.007219074,-0.0019857616,-0.01001035,0.0023757084,0.0005551873,0.025332732,0.0047403704,0.0067138965,0.010486138,0.015955796,0.0387723,0.014424819,0.016999543,-0.006904821,-0.014114569,0.010321653,0.00036202886,-0.015621285,-0.0036958756,-0.016559692,-0.005486556,0.0042746277,0.0064630536,-0.00939604,0.0047751237,0.025597436,0.005218448,-0.012735297,0.000778107,-0.0005717354,-0.0012452375,0.006472473,0.012388705,0.0048489626,-0.000109275265,0.015553742,0.003141101,0.002939625,0.0035030148,0.013912906,-7.905301e-05,0.0059441053,0.006271675,-0.0030046476,-0.012204031,-0.018302532,-0.029679323,-0.03105881,-0.04764285,-0.0459621,-0.03954173,-0.0054032067,0.0016503081,-0.019432623,0.00522205,0.01243711,0.010512495,-0.00922662,-0.007715443,-0.015938362,0.016593523,0.022012638,0.04105213,0.024120446,-0.017045831,-0.0058402065,0.040864922,0.015291265,0.008065395,0.005741903,-0.002244471,0.0040283813,-0.0049276026,-0.006260264,-0.0065805675,-0.030913914,0.024302196,-0.0010906452,0.009615845,-0.020733798,-0.0101290485,0.0014376383,-0.010169683,-0.0065753143,-0.012229636,0.01518918,0.00029875032,-0.0039313915,-0.0049159913,0.013654643,-0.045682497,-0.003918203,-0.009281123,0.0005503332,0.0012558643,-0.022606181,-0.007056677,0.0066317697,-0.053388707,-0.04744298,-0.10713461,-0.039046116,0.005945432,0.0017529728,-0.032466516,0.010690097,-0.002802405,-0.028516885,-0.036495958,-0.0063144737,0.0068614525,0.0035766016,-0.015015398,0.005212203,0.0075684446,0.0009393574,0.008745949,-0.019820858,0.0190468,0.02292038,-0.007776304,-0.01012925,0.04695489,-0.049201187,0.0041630133,-0.019830884,0.03132877,-0.00017906656,-0.0039591393,0.007309404,0.03595642,0.03618316,0.0019895786,-0.028978428,0.022000382,-0.012349362,-0.0019081169,0.010805804,0.0026998478,0.010197732,0.099061996,-7.8310746e-05,0.0011386465,0.017199926,-0.0010641422,-0.26723203,-0.0006790106,-0.0056937058,0.022069009,0.0002034339,-0.027270148,-0.02073648,-0.0012630859,-0.028710123,-0.043001775,-0.032395717,0.0010087359,-0.0052533294,-0.008641494,-0.014174706,-0.021140695,-0.01561737,-0.0034538258,-0.010561506,-0.0059676617,-0.0054172226,0.002403257,-0.02790727,0.0011800092,-0.033882387,0.014865273,-0.012909681,-0.011804594,-0.023490107,-0.015102559,-0.0065711522,-0.12201355,0.0120773595,0.013007447,-0.018936744,0.02598074,-0.013007466,-0.009202179,-0.0072606127,0.01473379,0.0038171646,-0.010082995,-0.025166161,-0.005062292,0.0029289995,0.030436788,0.007965783,-0.0027574338,0.008595711,0.021075092,0.0037791305,0.013203796,0.008550163,-0.010753534,-0.0017267099,0.16543509,0.0069886055,-0.0005140997,0.0059476714,0.01216,0.020862585,0.016903343,-0.004736229,-0.0029443032,-0.0047347476,9.595529e-05,0.007482585,0.026524942,0.007966056,0.04605786,0.006843841,-0.0028725218,0.0091791,-0.0031796019,0.019088889,0.03123823,0.014229268,0.0011060544,-0.041883647,0.017304119,0.034526993,-1.6002256e-05,0.007847297,0.014812272,0.0031278578,-0.002779176,-0.0018372654,0.01982548,0.0045846105,0.008498405,0.031286497,-0.05213399,-0.04206707,-0.055398896,-0.007465452,0.021923373,-3.6590103e-05,0.011352207,0.0029237564,0.0065137106,0.0010886525,-0.008161105,0.0016154624,0.05706496,0.028790347,0.0025265743,0.00564651,0.006950554,0.015864564,0.008286019,0.023954434,-0.14933972,0.0072525344,0.011987775,0.0011385964,0.011374382,-0.013104158,0.010427308,0.02556979,-0.0033585061,0.0014985102,-0.01890278,0.0017856929,-0.01139609,0.013505227,-0.0058470466,0.026218832,-0.00047770524,0.003811569,-0.000754217,0.0052666976,-0.0024583593,-0.0047440655
