observed,predicted
0.904699,0.044837296
0.821883,0.3828659
0.908933,0.06474158
0.577323,0.0012270808
0.646853,0.22700784
-0.601551,-0.060591355
0.86228,0.0013975203
-0.825798,-0.4858921
-0.882835,-0.00014859438
-0.648135,0.013325393
0.820124,0.17964114
-0.534805,-0.27878606
0.700012,7.7813864e-05
-0.823774,-0.003740877
0.884343,0.0004491806
-0.845313,0.0050629377
-0.747739,-0.008588612
0.880482,-0.026045382
-0.850728,-0.00022497773
-0.824776,0.0006631911
-0.858344,-0.11987901
0.864655,-0.0019741058
-0.815748,0.0011795163
-0.657991,-0.19210047
0.816614,-0.0006784797
-0.740385,-0.19866541
-0.743755,-0.018451989
-0.810326,-0.06535429
-0.677131,-0.3899403
0.63037,-0.0019721389
0.873565,0.06406516
-0.733216,-0.0046304166
0.837837,-0.0028284267
-0.79796,-0.41207534
0.921226,-2.8613955e-05
0.613306,-0.014173448
0.863296,-0.001906991
0.848705,-0.22789884
0.676885,0.000636518
-0.760242,0.0008007288
0.727757,-0.008925974
0.665503,0.0148816705
0.811762,0.0201099
0.563436,-0.00078246
0.819095,0.017679293
-0.78625,-0.001029849
0.729935,2.8595328e-05
0.782,-0.058942914
0.811284,0.007711649
0.73473,0.09028745
-0.838973,-0.05816412
0.841845,-0.00051501393
0.711244,0.0009613633
0.625721,0.32328615
